,Flavor Name,Positive,Negative,Total,Difference,Percent_Positive,Percent_Negative
0,cap vanilla custard v,"RanksumsResult(statistic=-0.19826977735557366, pvalue=0.84283399645215962)","RanksumsResult(statistic=-0.041150331149270004, pvalue=0.9671760501033142)","RanksumsResult(statistic=-0.10848723666625729, pvalue=0.91360920442307436)","RanksumsResult(statistic=-0.41150331149270009, pvalue=0.68070351356478564)","RanksumsResult(statistic=-0.12345099344781002, pvalue=0.90174997892099462)","RanksumsResult(statistic=0.17582414218324457, pvalue=0.86043210237665724)"
1,rootbeer,"RanksumsResult(statistic=0.082300662298540009, pvalue=0.93440762777074593)","RanksumsResult(statistic=-0.16834226379246819, pvalue=0.86631402656819045)","RanksumsResult(statistic=0.0, pvalue=1.0)","RanksumsResult(statistic=0.44891270344658191, pvalue=0.65349463169896715)","RanksumsResult(statistic=0.61725496723905005, pvalue=0.53706656494215077)","RanksumsResult(statistic=-0.56488181850361552, pvalue=0.57215415106803169)"
2,vanilla bean gelato,"RanksumsResult(statistic=1.331774353558193, pvalue=0.18293434787543073)","RanksumsResult(statistic=-0.041150331149270004, pvalue=0.9671760501033142)","RanksumsResult(statistic=0.64344154160676736, pvalue=0.51993763544118443)","RanksumsResult(statistic=1.088613305857961, pvalue=0.27632444663861166)","RanksumsResult(statistic=1.5898991580399775, pvalue=0.11185753748748525)","RanksumsResult(statistic=-1.5375260093045429, pvalue=0.12416455084188065)"
3,fe lemon,"RanksumsResult(statistic=0.74444689988224833, pvalue=0.45660615442323571)","RanksumsResult(statistic=1.2120642993057711, pvalue=0.22548776832945405)","RanksumsResult(statistic=1.1783958465472775, pvalue=0.23863883278535225)","RanksumsResult(statistic=-0.014963756781552729, pvalue=0.98806109504208051)","RanksumsResult(statistic=-1.3280334143628048, pvalue=0.18416706851267639)","RanksumsResult(statistic=1.3804065630982394, pvalue=0.16746150055842912)"
4,caramel cream,"RanksumsResult(statistic=0.22819729091867913, pvalue=0.81949286741905469)","RanksumsResult(statistic=1.2120642993057711, pvalue=0.22548776832945405)","RanksumsResult(statistic=0.64344154160676736, pvalue=0.51993763544118443)","RanksumsResult(statistic=-0.41150331149270009, pvalue=0.68070351356478564)","RanksumsResult(statistic=-1.3280334143628048, pvalue=0.18416706851267639)","RanksumsResult(statistic=1.3804065630982394, pvalue=0.16746150055842912)"
5,menthol,"RanksumsResult(statistic=-1.6572360635569647, pvalue=0.09747175800199552)","RanksumsResult(statistic=-1.5898991580399775, pvalue=0.11185753748748525)","RanksumsResult(statistic=-1.6198266716030829, pvalue=0.10526951518181479)","RanksumsResult(statistic=-1.679681698729294, pvalue=0.093019262427688015)","RanksumsResult(statistic=-0.37783485873420641, pvalue=0.70555327640220333)","RanksumsResult(statistic=0.430208007469641, pvalue=0.66704433766726834)"
6,d wine,"RanksumsResult(statistic=0.42646706827425279, pvalue=0.66976753954715107)","RanksumsResult(statistic=-0.28057043965411366, pvalue=0.77903989138034024)","RanksumsResult(statistic=0.052373148735434555, pvalue=0.95823136895051608)","RanksumsResult(statistic=1.025017339536362, pvalue=0.30535500615815503)","RanksumsResult(statistic=1.2232871168919357, pvalue=0.22122127137150305)","RanksumsResult(statistic=-1.1709139681565011, pvalue=0.2416333599367837)"
7,tfa peanut butter,"RanksumsResult(statistic=0.74444689988224833, pvalue=0.45660615442323571)","RanksumsResult(statistic=1.2120642993057711, pvalue=0.22548776832945405)","RanksumsResult(statistic=1.1783958465472775, pvalue=0.23863883278535225)","RanksumsResult(statistic=-0.014963756781552729, pvalue=0.98806109504208051)","RanksumsResult(statistic=-1.3280334143628048, pvalue=0.18416706851267639)","RanksumsResult(statistic=1.3804065630982394, pvalue=0.16746150055842912)"
8,raspberry v,"RanksumsResult(statistic=1.0736495490764084, pvalue=0.28297978107257438)","RanksumsResult(statistic=0.41898518988347644, pvalue=0.67522695609041405)","RanksumsResult(statistic=0.85667507574389379, pvalue=0.3916244816236728)","RanksumsResult(statistic=0.72574220390530741, pvalue=0.467996823985946)","RanksumsResult(statistic=1.2232871168919357, pvalue=0.22122127137150305)","RanksumsResult(statistic=-1.1709139681565011, pvalue=0.2416333599367837)"
9,strawberry cloud,"RanksumsResult(statistic=-0.80804286620384735, pvalue=0.41906590584740577)","RanksumsResult(statistic=0.14589662862013911, pvalue=0.88400299308369534)","RanksumsResult(statistic=-0.64718248080215557, pvalue=0.51751384839326731)","RanksumsResult(statistic=-1.1222817586164546, pvalue=0.2617426595940936)","RanksumsResult(statistic=-0.94271667723782193, pvalue=0.34582584069248989)","RanksumsResult(statistic=0.99508982597325657, pvalue=0.31969257844092658)"
10,liquid barn,"RanksumsResult(statistic=-0.029927513563105457, pvalue=0.97612486302318724)","RanksumsResult(statistic=0.14589662862013911, pvalue=0.88400299308369534)","RanksumsResult(statistic=0.052373148735434555, pvalue=0.95823136895051608)","RanksumsResult(statistic=-0.23942010850484366, pvalue=0.81077983902055317)","RanksumsResult(statistic=-0.12345099344781002, pvalue=0.90174997892099462)","RanksumsResult(statistic=0.17582414218324457, pvalue=0.86043210237665724)"
11,coconut fl,"RanksumsResult(statistic=0.082300662298540009, pvalue=0.93440762777074593)","RanksumsResult(statistic=-0.28057043965411366, pvalue=0.77903989138034024)","RanksumsResult(statistic=-0.041150331149270004, pvalue=0.9671760501033142)","RanksumsResult(statistic=0.72574220390530741, pvalue=0.467996823985946)","RanksumsResult(statistic=0.90530728528394011, pvalue=0.36530261792325536)","RanksumsResult(statistic=-0.85293413654850558, pvalue=0.39369582989620699)"
12,pineapp,"RanksumsResult(statistic=1.6123447932123065, pvalue=0.10688693106460287)","RanksumsResult(statistic=1.6572360635569647, pvalue=0.09747175800199552)","RanksumsResult(statistic=1.6422723067754121, pvalue=0.10053358359485935)","RanksumsResult(statistic=-1.066167670685632, pvalue=0.28634785366708881)","RanksumsResult(statistic=0.82300662298540017, pvalue=0.41050422714619883)","RanksumsResult(statistic=-0.77063347424996553, pvalue=0.44092421406130289)"
13,vanilla butter,"RanksumsResult(statistic=1.5412669484999311, pvalue=0.12325182945929916)","RanksumsResult(statistic=-0.28057043965411366, pvalue=0.77903989138034024)","RanksumsResult(statistic=1.5263031917183785, pvalue=0.12693437415911421)","RanksumsResult(statistic=1.3991112590751802, pvalue=0.16177962192304562)","RanksumsResult(statistic=-1.6647179419477411, pvalue=0.095969041712535411)","RanksumsResult(statistic=1.7170910906831758, pvalue=0.08596252979180842)"
14,black honey tobacco,"RanksumsResult(statistic=0.22819729091867913, pvalue=0.81949286741905469)","RanksumsResult(statistic=1.2120642993057711, pvalue=0.22548776832945405)","RanksumsResult(statistic=0.64344154160676736, pvalue=0.51993763544118443)","RanksumsResult(statistic=-0.41150331149270009, pvalue=0.68070351356478564)","RanksumsResult(statistic=-1.3280334143628048, pvalue=0.18416706851267639)","RanksumsResult(statistic=1.3804065630982394, pvalue=0.16746150055842912)"
15,aromatic,"RanksumsResult(statistic=-0.19826977735557366, pvalue=0.84283399645215962)","RanksumsResult(statistic=0.74444689988224833, pvalue=0.45660615442323571)","RanksumsResult(statistic=0.052373148735434555, pvalue=0.95823136895051608)","RanksumsResult(statistic=-0.66962811597448468, pvalue=0.5030948862218998)","RanksumsResult(statistic=-0.89408446769777561, pvalue=0.37127669906748018)","RanksumsResult(statistic=0.94645761643321014, pvalue=0.34391523014910685)"
16,yogurt v,"RanksumsResult(statistic=-0.029927513563105457, pvalue=0.97612486302318724)","RanksumsResult(statistic=0.41898518988347644, pvalue=0.67522695609041405)","RanksumsResult(statistic=0.14963756781552728, pvalue=0.88105056703730444)","RanksumsResult(statistic=-0.41150331149270009, pvalue=0.68070351356478564)","RanksumsResult(statistic=-0.42646706827425279, pvalue=0.66976753954715107)","RanksumsResult(statistic=0.47884021700968732, pvalue=0.63205230359650222)"
17,yellow cake,"RanksumsResult(statistic=-1.006312643559421, pvalue=0.31426520033236105)","RanksumsResult(statistic=-0.28057043965411366, pvalue=0.77903989138034024)","RanksumsResult(statistic=-0.90904822447932832, pvalue=0.36332467078832986)","RanksumsResult(statistic=-1.2981059007996993, pvalue=0.19425094691022471)","RanksumsResult(statistic=-0.94271667723782193, pvalue=0.34582584069248989)","RanksumsResult(statistic=0.99508982597325657, pvalue=0.31969257844092658)"
18,butter caramel,"RanksumsResult(statistic=0.22819729091867913, pvalue=0.81949286741905469)","RanksumsResult(statistic=1.2120642993057711, pvalue=0.22548776832945405)","RanksumsResult(statistic=0.64344154160676736, pvalue=0.51993763544118443)","RanksumsResult(statistic=-0.41150331149270009, pvalue=0.68070351356478564)","RanksumsResult(statistic=-1.3280334143628048, pvalue=0.18416706851267639)","RanksumsResult(statistic=1.3804065630982394, pvalue=0.16746150055842912)"
19,coconut candy,"RanksumsResult(statistic=0.082300662298540009, pvalue=0.93440762777074593)","RanksumsResult(statistic=-0.68833281195142559, pvalue=0.49124322353298788)","RanksumsResult(statistic=-0.40402143310192368, pvalue=0.68619695826566018)","RanksumsResult(statistic=1.331774353558193, pvalue=0.18293434787543073)","RanksumsResult(statistic=1.354219988730522, pvalue=0.17566620370518371)","RanksumsResult(statistic=-1.3018468399950875, pvalue=0.19296874804245834)"
20,vanilla swirl,"RanksumsResult(statistic=-0.85667507574389379, pvalue=0.3916244816236728)","RanksumsResult(statistic=0.41898518988347644, pvalue=0.67522695609041405)","RanksumsResult(statistic=-0.68459187275603739, pvalue=0.49360149699392908)","RanksumsResult(statistic=-1.1709139681565011, pvalue=0.2416333599367837)","RanksumsResult(statistic=-0.99883076516864466, pvalue=0.31787667986201007)","RanksumsResult(statistic=1.0512039139040792, pvalue=0.29316494597989839)"
21,cola,"RanksumsResult(statistic=-1.3205515359720283, pvalue=0.18665094144363015)","RanksumsResult(statistic=-1.1709139681565011, pvalue=0.2416333599367837)","RanksumsResult(statistic=-1.2382508736734883, pvalue=0.21562305325829756)","RanksumsResult(statistic=-1.4028521982705684, pvalue=0.16066091777098623)","RanksumsResult(statistic=-0.49754491298662828, pvalue=0.61880483919971718)","RanksumsResult(statistic=0.54991806172206281, pvalue=0.58237557530083417)"
22,cpa,"RanksumsResult(statistic=-1.1783958465472775, pvalue=0.23863883278535225)","RanksumsResult(statistic=-1.3804065630982394, pvalue=0.16746150055842912)","RanksumsResult(statistic=-1.2569555696504293, pvalue=0.20876972456733922)","RanksumsResult(statistic=1.4851528605691084, pvalue=0.13750333597692976)","RanksumsResult(statistic=0.96890325160553925, pvalue=0.33259346296763359)","RanksumsResult(statistic=-0.91653010287010472, pvalue=0.35938892609799222)"
23,zebra,"RanksumsResult(statistic=1.331774353558193, pvalue=0.18293434787543073)","RanksumsResult(statistic=-1.4701891037875556, pvalue=0.1415105449649191)","RanksumsResult(statistic=-1.2569555696504293, pvalue=0.20876972456733922)","RanksumsResult(statistic=1.6048629148215303, pvalue=0.1085239764994905)","RanksumsResult(statistic=1.5898991580399775, pvalue=0.11185753748748525)","RanksumsResult(statistic=-1.5375260093045429, pvalue=0.12416455084188065)"
24,zombie killer,"RanksumsResult(statistic=0.22819729091867913, pvalue=0.81949286741905469)","RanksumsResult(statistic=-0.56862275769900372, pvalue=0.56961217724438007)","RanksumsResult(statistic=-0.31797983160799548, pvalue=0.75050023558826617)","RanksumsResult(statistic=1.2569555696504293, pvalue=0.20876972456733922)","RanksumsResult(statistic=1.354219988730522, pvalue=0.17566620370518371)","RanksumsResult(statistic=-1.3018468399950875, pvalue=0.19296874804245834)"
25,tropical punch,"RanksumsResult(statistic=0.42646706827425279, pvalue=0.66976753954715107)","RanksumsResult(statistic=-0.46013552103274641, pvalue=0.64541894916718923)","RanksumsResult(statistic=-0.10848723666625729, pvalue=0.91360920442307436)","RanksumsResult(statistic=1.1709139681565011, pvalue=0.2416333599367837)","RanksumsResult(statistic=1.354219988730522, pvalue=0.17566620370518371)","RanksumsResult(statistic=-1.3018468399950875, pvalue=0.19296874804245834)"
26,strawberrybanana,"RanksumsResult(statistic=0.74444689988224833, pvalue=0.45660615442323571)","RanksumsResult(statistic=0.74444689988224833, pvalue=0.45660615442323571)","RanksumsResult(statistic=0.85667507574389379, pvalue=0.3916244816236728)","RanksumsResult(statistic=0.20201071655096184, pvalue=0.83990834630054756)","RanksumsResult(statistic=-0.12345099344781002, pvalue=0.90174997892099462)","RanksumsResult(statistic=0.17582414218324457, pvalue=0.86043210237665724)"
27,mola,"RanksumsResult(statistic=0.42646706827425279, pvalue=0.66976753954715107)","RanksumsResult(statistic=-0.16834226379246819, pvalue=0.86631402656819045)","RanksumsResult(statistic=0.14963756781552728, pvalue=0.88105056703730444)","RanksumsResult(statistic=0.90530728528394011, pvalue=0.36530261792325536)","RanksumsResult(statistic=1.1260226978118428, pvalue=0.26015591199406729)","RanksumsResult(statistic=-1.0736495490764084, pvalue=0.28297978107257438)"
28,venom,"RanksumsResult(statistic=-0.97264419080092746, pvalue=0.33073017154384232)","RanksumsResult(statistic=-1.025017339536362, pvalue=0.30535500615815503)","RanksumsResult(statistic=-0.96516231241015105, pvalue=0.334463520339363)","RanksumsResult(statistic=-1.002571704364033, pvalue=0.31606755383763196)","RanksumsResult(statistic=0.13841475022936275, pvalue=0.88991264022491601)","RanksumsResult(statistic=-0.086041601493928199, pvalue=0.93143334661845922)"
29,peanut butter jelly,"RanksumsResult(statistic=-0.029927513563105457, pvalue=0.97612486302318724)","RanksumsResult(statistic=-0.63970060241137916, pvalue=0.52236726374850928)","RanksumsResult(statistic=-0.40402143310192368, pvalue=0.68619695826566018)","RanksumsResult(statistic=1.2569555696504293, pvalue=0.20876972456733922)","RanksumsResult(statistic=1.3018468399950875, pvalue=0.19296874804245834)","RanksumsResult(statistic=-1.2494736912596529, pvalue=0.21149187020126359)"
30,cantaloupe,"RanksumsResult(statistic=-0.31797983160799548, pvalue=0.75050023558826617)","RanksumsResult(statistic=-0.68833281195142559, pvalue=0.49124322353298788)","RanksumsResult(statistic=-0.50502679137740458, pvalue=0.61354001881282161)","RanksumsResult(statistic=1.129763637007231, pvalue=0.25857583431600362)","RanksumsResult(statistic=1.066167670685632, pvalue=0.28634785366708881)","RanksumsResult(statistic=-1.0137945219501974, pvalue=0.31068080979278945)"
31,caramel mocha,"RanksumsResult(statistic=1.331774353558193, pvalue=0.18293434787543073)","RanksumsResult(statistic=-0.041150331149270004, pvalue=0.9671760501033142)","RanksumsResult(statistic=0.64344154160676736, pvalue=0.51993763544118443)","RanksumsResult(statistic=1.088613305857961, pvalue=0.27632444663861166)","RanksumsResult(statistic=1.5898991580399775, pvalue=0.11185753748748525)","RanksumsResult(statistic=-1.5375260093045429, pvalue=0.12416455084188065)"
32,rice krispy treat,"RanksumsResult(statistic=-0.12345099344781002, pvalue=0.90174997892099462)","RanksumsResult(statistic=0.41898518988347644, pvalue=0.67522695609041405)","RanksumsResult(statistic=0.052373148735434555, pvalue=0.95823136895051608)","RanksumsResult(statistic=-0.53495430494051011, pvalue=0.59268145543407269)","RanksumsResult(statistic=-0.52373148735434549, pvalue=0.60046531193328012)","RanksumsResult(statistic=0.57610463608978013, pvalue=0.56454445801380038)"
33,vanilla bean ice cream,"RanksumsResult(statistic=-1.372924684707463, pvalue=0.16977576175156195)","RanksumsResult(statistic=-0.90530728528394011, pvalue=0.36530261792325536)","RanksumsResult(statistic=-1.3055877791904758, pvalue=0.19169277846140265)","RanksumsResult(statistic=-1.4926347389598849, pvalue=0.13553282479126738)","RanksumsResult(statistic=-0.95393949482398654, pvalue=0.34011427019062301)","RanksumsResult(statistic=1.006312643559421, pvalue=0.31426520033236105)"
34,custard cream,"RanksumsResult(statistic=-0.12345099344781002, pvalue=0.90174997892099462)","RanksumsResult(statistic=0.74444689988224833, pvalue=0.45660615442323571)","RanksumsResult(statistic=0.14963756781552728, pvalue=0.88105056703730444)","RanksumsResult(statistic=-0.59106839287133284, pvalue=0.55447459656409714)","RanksumsResult(statistic=-0.86041601493928199, pvalue=0.3895597609113316)","RanksumsResult(statistic=0.91278916367471652, pvalue=0.36135343861455549)"
35,koolad,"RanksumsResult(statistic=1.5749354012584247, pvalue=0.11527135618981484)","RanksumsResult(statistic=1.5973810364307539, pvalue=0.11018079696942312)","RanksumsResult(statistic=1.5898991580399775, pvalue=0.11185753748748525)","RanksumsResult(statistic=1.3504790495351338, pvalue=0.1768623694414212)","RanksumsResult(statistic=0.19826977735557366, pvalue=0.84283399645215962)","RanksumsResult(statistic=-0.14589662862013911, pvalue=0.88400299308369534)"
36,e vanilla b,"RanksumsResult(statistic=-0.31797983160799548, pvalue=0.75050023558826617)","RanksumsResult(statistic=-0.46013552103274641, pvalue=0.64541894916718923)","RanksumsResult(statistic=-0.38157579792959462, pvalue=0.70277603875450323)","RanksumsResult(statistic=0.20201071655096184, pvalue=0.83990834630054756)","RanksumsResult(statistic=0.38905767632037097, pvalue=0.69723348118440498)","RanksumsResult(statistic=-0.33668452758493639, pvalue=0.73635472829589743)"
37,huckleberry,"RanksumsResult(statistic=-0.19826977735557366, pvalue=0.84283399645215962)","RanksumsResult(statistic=-0.50128585218201649, pvalue=0.61616996075691888)","RanksumsResult(statistic=-0.36287110195265371, pvalue=0.71670117479364359)","RanksumsResult(statistic=0.90530728528394011, pvalue=0.36530261792325536)","RanksumsResult(statistic=0.91653010287010472, pvalue=0.35938892609799222)","RanksumsResult(statistic=-0.86415695413467009, pvalue=0.3875016753557099)"
38,koolada,"RanksumsResult(statistic=-1.0923542450533492, pvalue=0.27467742592605038)","RanksumsResult(statistic=-1.1634320897657247, pvalue=0.24465423617627646)","RanksumsResult(statistic=-1.1110589410302902, pvalue=0.2665429796719484)","RanksumsResult(statistic=-1.1596911505703364, pvalue=0.24617457444289947)","RanksumsResult(statistic=0.11971005425242183, pvalue=0.90471283549762527)","RanksumsResult(statistic=-0.067336905516987289, pvalue=0.94631349719483238)"
39,graham crust,"RanksumsResult(statistic=1.4963756781552731, pvalue=0.13455578396544818)","RanksumsResult(statistic=1.2120642993057711, pvalue=0.22548776832945405)","RanksumsResult(statistic=1.4851528605691084, pvalue=0.13750333597692976)","RanksumsResult(statistic=0.72574220390530741, pvalue=0.467996823985946)","RanksumsResult(statistic=-1.3280334143628048, pvalue=0.18416706851267639)","RanksumsResult(statistic=1.3804065630982394, pvalue=0.16746150055842912)"
40,zen garden,"RanksumsResult(statistic=-0.69207375114681369, pvalue=0.48889101483377273)","RanksumsResult(statistic=-0.5274724265497337, pvalue=0.59786555951066989)","RanksumsResult(statistic=-0.64718248080215557, pvalue=0.51751384839326731)","RanksumsResult(statistic=-0.86415695413467009, pvalue=0.3875016753557099)","RanksumsResult(statistic=-0.12345099344781002, pvalue=0.90174997892099462)","RanksumsResult(statistic=0.17582414218324457, pvalue=0.86043210237665724)"
41,holiday spice,"RanksumsResult(statistic=1.331774353558193, pvalue=0.18293434787543073)","RanksumsResult(statistic=0.41898518988347644, pvalue=0.67522695609041405)","RanksumsResult(statistic=1.1783958465472775, pvalue=0.23863883278535225)","RanksumsResult(statistic=0.90530728528394011, pvalue=0.36530261792325536)","RanksumsResult(statistic=1.5898991580399775, pvalue=0.11185753748748525)","RanksumsResult(statistic=-1.5375260093045429, pvalue=0.12416455084188065)"
42,brandy,"RanksumsResult(statistic=0.42646706827425279, pvalue=0.66976753954715107)","RanksumsResult(statistic=-0.041150331149270004, pvalue=0.9671760501033142)","RanksumsResult(statistic=0.23567916930945548, pvalue=0.81368163510092351)","RanksumsResult(statistic=0.72574220390530741, pvalue=0.467996823985946)","RanksumsResult(statistic=0.95019855562859834, pvalue=0.34201137242101609)","RanksumsResult(statistic=-0.89782540689316381, pvalue=0.36927863727051824)"
43,bubblegum,"RanksumsResult(statistic=-0.94645761643321014, pvalue=0.34391523014910685)","RanksumsResult(statistic=-1.1035770626395138, pvalue=0.26977664567298398)","RanksumsResult(statistic=-1.0137945219501974, pvalue=0.31068080979278945)","RanksumsResult(statistic=-0.59106839287133284, pvalue=0.55447459656409714)","RanksumsResult(statistic=0.36287110195265371, pvalue=0.71670117479364359)","RanksumsResult(statistic=-0.31049795321721912, pvalue=0.75618231572364669)"
44,grape,"RanksumsResult(statistic=-1.1559502113749485, pvalue=0.24770152276507607)","RanksumsResult(statistic=-1.3429971711443576, pvalue=0.1792728898432483)","RanksumsResult(statistic=-1.2232871168919357, pvalue=0.22122127137150305)","RanksumsResult(statistic=1.436520651029062, pvalue=0.15085424436152989)","RanksumsResult(statistic=0.92401198126088102, pvalue=0.35548007780242719)","RanksumsResult(statistic=-0.87163883252544649, pvalue=0.38340543905197044)"
45,citric acid,"RanksumsResult(statistic=-0.37035298034343006, pvalue=0.71111950311075467)","RanksumsResult(statistic=-0.28057043965411366, pvalue=0.77903989138034024)","RanksumsResult(statistic=-0.3441664059757128, pvalue=0.7307211449216886)","RanksumsResult(statistic=-0.53495430494051011, pvalue=0.59268145543407269)","RanksumsResult(statistic=0.0, pvalue=1.0)","RanksumsResult(statistic=0.052373148735434555, pvalue=0.95823136895051608)"
46,fa orange,"RanksumsResult(statistic=1.331774353558193, pvalue=0.18293434787543073)","RanksumsResult(statistic=0.41898518988347644, pvalue=0.67522695609041405)","RanksumsResult(statistic=1.1783958465472775, pvalue=0.23863883278535225)","RanksumsResult(statistic=0.90530728528394011, pvalue=0.36530261792325536)","RanksumsResult(statistic=1.5898991580399775, pvalue=0.11185753748748525)","RanksumsResult(statistic=-1.5375260093045429, pvalue=0.12416455084188065)"
47,fa cheesecake,"RanksumsResult(statistic=0.22819729091867913, pvalue=0.81949286741905469)","RanksumsResult(statistic=0.74444689988224833, pvalue=0.45660615442323571)","RanksumsResult(statistic=0.45639458183735826, pvalue=0.64810626122674853)","RanksumsResult(statistic=-0.23942010850484366, pvalue=0.81077983902055317)","RanksumsResult(statistic=-0.61351402804366195, pvalue=0.5395365100991808)","RanksumsResult(statistic=0.66588717677909648, pvalue=0.50548321744432323)"
48,kentucky bourbon,"RanksumsResult(statistic=1.0736495490764084, pvalue=0.28297978107257438)","RanksumsResult(statistic=-0.16834226379246819, pvalue=0.86631402656819045)","RanksumsResult(statistic=0.32172077080338368, pvalue=0.74766424095028017)","RanksumsResult(statistic=1.088613305857961, pvalue=0.27632444663861166)","RanksumsResult(statistic=1.455225347006003, pvalue=0.14560688592998267)","RanksumsResult(statistic=-1.4028521982705684, pvalue=0.16066091777098623)"
49,waffle cap,"RanksumsResult(statistic=-1.3355152927535812, pvalue=0.18170775347894863)","RanksumsResult(statistic=-1.0811314274671846, pvalue=0.27963865541828925)","RanksumsResult(statistic=-1.2307689952827121, pvalue=0.218409274718667)","RanksumsResult(statistic=-1.4327797118336738, pvalue=0.15192080103215888)","RanksumsResult(statistic=-0.7070375079283665, pvalue=0.47954316916729411)","RanksumsResult(statistic=0.75941065666380103, pvalue=0.44760694068059648)"
50,gummy candy,"RanksumsResult(statistic=-0.029927513563105457, pvalue=0.97612486302318724)","RanksumsResult(statistic=-0.28057043965411366, pvalue=0.77903989138034024)","RanksumsResult(statistic=-0.10848723666625729, pvalue=0.91360920442307436)","RanksumsResult(statistic=0.44891270344658191, pvalue=0.65349463169896715)","RanksumsResult(statistic=0.61725496723905005, pvalue=0.53706656494215077)","RanksumsResult(statistic=-0.56488181850361552, pvalue=0.57215415106803169)"
51,boom,"RanksumsResult(statistic=-1.1634320897657247, pvalue=0.24465423617627646)","RanksumsResult(statistic=-1.2494736912596529, pvalue=0.21149187020126359)","RanksumsResult(statistic=-1.1746549073518893, pvalue=0.2401328066481121)","RanksumsResult(statistic=-1.047462974708691, pvalue=0.29488610010591298)","RanksumsResult(statistic=0.28805231804489007, pvalue=0.77330669099884841)","RanksumsResult(statistic=-0.23567916930945548, pvalue=0.81368163510092351)"
52,peanut butter v,"RanksumsResult(statistic=-0.43394894666502914, pvalue=0.66432551492955771)","RanksumsResult(statistic=-0.56862275769900372, pvalue=0.56961217724438007)","RanksumsResult(statistic=-0.47884021700968732, pvalue=0.63205230359650222)","RanksumsResult(statistic=0.44891270344658191, pvalue=0.65349463169896715)","RanksumsResult(statistic=0.61725496723905005, pvalue=0.53706656494215077)","RanksumsResult(statistic=-0.56488181850361552, pvalue=0.57215415106803169)"
53,vanilla custard v,"RanksumsResult(statistic=1.4963756781552731, pvalue=0.13455578396544818)","RanksumsResult(statistic=1.5412669484999311, pvalue=0.12325182945929916)","RanksumsResult(statistic=1.5075984957414374, pvalue=0.13165731798660185)","RanksumsResult(statistic=0.44891270344658191, pvalue=0.65349463169896715)","RanksumsResult(statistic=0.61725496723905005, pvalue=0.53706656494215077)","RanksumsResult(statistic=-0.56488181850361552, pvalue=0.57215415106803169)"
54,gingerbread,"RanksumsResult(statistic=-0.029927513563105457, pvalue=0.97612486302318724)","RanksumsResult(statistic=-0.77811535264074194, pvalue=0.43650101267393271)","RanksumsResult(statistic=-0.47884021700968732, pvalue=0.63205230359650222)","RanksumsResult(statistic=1.3504790495351338, pvalue=0.1768623694414212)","RanksumsResult(statistic=1.354219988730522, pvalue=0.17566620370518371)","RanksumsResult(statistic=-1.3018468399950875, pvalue=0.19296874804245834)"
55,apple pie,"RanksumsResult(statistic=-1.2981059007996993, pvalue=0.19425094691022471)","RanksumsResult(statistic=-1.2606965088458175, pvalue=0.20741821226235013)","RanksumsResult(statistic=-1.2457327520642647, pvalue=0.21286252526486116)","RanksumsResult(statistic=-1.372924684707463, pvalue=0.16977576175156195)","RanksumsResult(statistic=-0.20575165574635004, pvalue=0.83698490625366662)","RanksumsResult(statistic=0.2581248044817846, pvalue=0.79631058886871675)"
56,cappuccino,"RanksumsResult(statistic=-1.0212764003409738, pvalue=0.30712350419145662)","RanksumsResult(statistic=-0.77811535264074194, pvalue=0.43650101267393271)","RanksumsResult(statistic=-0.96516231241015105, pvalue=0.334463520339363)","RanksumsResult(statistic=-1.2532146304550411, pvalue=0.21012760690325849)","RanksumsResult(statistic=-0.56114087930822731, pvalue=0.57470150223502314)","RanksumsResult(statistic=0.61351402804366195, pvalue=0.5395365100991808)"
57,meringue,"RanksumsResult(statistic=-1.0399810963179148, pvalue=0.29834868328574859)","RanksumsResult(statistic=-1.2008414817196065, pvalue=0.22981269739727994)","RanksumsResult(statistic=-1.1260226978118428, pvalue=0.26015591199406729)","RanksumsResult(statistic=0.44891270344658191, pvalue=0.65349463169896715)","RanksumsResult(statistic=0.61725496723905005, pvalue=0.53706656494215077)","RanksumsResult(statistic=-0.56488181850361552, pvalue=0.57215415106803169)"
58,jackfruit,"RanksumsResult(statistic=0.082300662298540009, pvalue=0.93440762777074593)","RanksumsResult(statistic=0.74444689988224833, pvalue=0.45660615442323571)","RanksumsResult(statistic=0.32172077080338368, pvalue=0.74766424095028017)","RanksumsResult(statistic=-0.41150331149270009, pvalue=0.68070351356478564)","RanksumsResult(statistic=-0.72200126470991921, pvalue=0.47029369996020698)","RanksumsResult(statistic=0.77437441344535374, pvalue=0.43870940999428631)"
59,e cardamom,"RanksumsResult(statistic=-0.029927513563105457, pvalue=0.97612486302318724)","RanksumsResult(statistic=0.41898518988347644, pvalue=0.67522695609041405)","RanksumsResult(statistic=0.14963756781552728, pvalue=0.88105056703730444)","RanksumsResult(statistic=-0.41150331149270009, pvalue=0.68070351356478564)","RanksumsResult(statistic=-0.42646706827425279, pvalue=0.66976753954715107)","RanksumsResult(statistic=0.47884021700968732, pvalue=0.63205230359650222)"
60,pecan,"RanksumsResult(statistic=-1.2532146304550411, pvalue=0.21012760690325849)","RanksumsResult(statistic=-1.3504790495351338, pvalue=0.1768623694414212)","RanksumsResult(statistic=-1.2756602656273701, pvalue=0.20207564032005809)","RanksumsResult(statistic=-1.002571704364033, pvalue=0.31606755383763196)","RanksumsResult(statistic=0.37035298034343006, pvalue=0.71111950311075467)","RanksumsResult(statistic=-0.31797983160799548, pvalue=0.75050023558826617)"
