,Flavor Name,Positive,Negative,Total,Difference,Percent_Positive,Percent_Negative
155,orange cream,"MannwhitneyuResult(statistic=127.0, pvalue=0.2195599992950647)","MannwhitneyuResult(statistic=159.0, pvalue=0.29645349906502572)","MannwhitneyuResult(statistic=137.5, pvalue=0.24366816543764985)","MannwhitneyuResult(statistic=88.5, pvalue=0.14403025318866375)","MannwhitneyuResult(statistic=171.0, pvalue=0.32862417541443972)","MannwhitneyuResult(statistic=164.0, pvalue=0.30982035666225127)"
156,raspberry,"MannwhitneyuResult(statistic=0.5, pvalue=0.042364816391261315)","MannwhitneyuResult(statistic=3.5, pvalue=0.044047127151333194)","MannwhitneyuResult(statistic=0.5, pvalue=0.042422687676125996)","MannwhitneyuResult(statistic=0.5, pvalue=0.042435930649313884)","MannwhitneyuResult(statistic=186.5, pvalue=0.37177889375810014)","MannwhitneyuResult(statistic=179.5, pvalue=0.35205077061179668)"
157,vanilla custard,"MannwhitneyuResult(statistic=18.5, pvalue=0.056067108522852675)","MannwhitneyuResult(statistic=22.5, pvalue=0.059088891335186057)","MannwhitneyuResult(statistic=17.5, pvalue=0.05529002988686698)","MannwhitneyuResult(statistic=10.5, pvalue=0.049675115999889101)","MannwhitneyuResult(statistic=197.5, pvalue=0.40345312414716566)","MannwhitneyuResult(statistic=190.5, pvalue=0.38320912280671271)"
158,peanut butter e,"MannwhitneyuResult(statistic=110.0, pvalue=0.18368115921145795)","MannwhitneyuResult(statistic=153.5, pvalue=0.28228652515609587)","MannwhitneyuResult(statistic=121.0, pvalue=0.20654795332543918)","MannwhitneyuResult(statistic=154.5, pvalue=0.28539881111354404)","MannwhitneyuResult(statistic=148.0, pvalue=0.26871458759562217)","MannwhitneyuResult(statistic=155.0, pvalue=0.28635676677596389)"
159,coconut extract,"MannwhitneyuResult(statistic=110.0, pvalue=0.18368115921145795)","MannwhitneyuResult(statistic=48.5, pvalue=0.085837400168201294)","MannwhitneyuResult(statistic=50.5, pvalue=0.088848788920155852)","MannwhitneyuResult(statistic=217.0, pvalue=0.46112216932796257)","MannwhitneyuResult(statistic=48.0, pvalue=0.085519016284761329)","MannwhitneyuResult(statistic=41.0, pvalue=0.077582081214595491)"
160,strawberry conc,"MannwhitneyuResult(statistic=29.0, pvalue=0.065542522338635056)","MannwhitneyuResult(statistic=48.5, pvalue=0.085837400168201294)","MannwhitneyuResult(statistic=13.5, pvalue=0.052014476595861892)","MannwhitneyuResult(statistic=154.5, pvalue=0.28539881111354404)","MannwhitneyuResult(statistic=0.0, pvalue=0.041838803886688633)","MannwhitneyuResult(statistic=0.0, pvalue=0.041838803886688633)"
161,chestnut,"MannwhitneyuResult(statistic=152.0, pvalue=0.27897170442989649)","MannwhitneyuResult(statistic=110.5, pvalue=0.18409938436902679)","MannwhitneyuResult(statistic=121.0, pvalue=0.20654795332543918)","MannwhitneyuResult(statistic=217.0, pvalue=0.46112216932796257)","MannwhitneyuResult(statistic=171.0, pvalue=0.32862417541443972)","MannwhitneyuResult(statistic=164.0, pvalue=0.30982035666225127)"
163,cinnamon,0,0,0,0,0,0
164,white out,0,0,0,0,0,0
165,blackberry,0,0,0,0,0,0
166,vanilla,0,0,0,0,0,0
167,chocolate cream,0,0,0,0,0,0
168,pale,0,0,0,0,0,0
169,yumberry,0,0,0,0,0,0
170,licorice,0,0,0,0,0,0
171,dragonfruit,0,0,0,0,0,0
172,blueberry candy,0,0,0,0,0,0
173,honeysuckle,0,0,0,0,0,0
174,dragon fruit,0,0,0,0,0,0
175,mandarin,0,0,0,0,0,0
176,creamy coconut,0,0,0,0,0,0
177,peanut butter chocolate,0,0,0,0,0,0
178,strawberry r,0,0,0,0,0,0
179,vanilla butternut,0,0,0,0,0,0
180,sugar coo,0,0,0,0,0,0
181,super sour,0,0,0,0,0,0
182,sweet grape,0,0,0,0,0,0
183,ice cream,0,0,0,0,0,0
184,toasted coconut,0,0,0,0,0,0
185,banana cream,0,0,0,0,0,0
186,sweet strawberry cap,0,0,0,0,0,0
187,banana nut bread,0,0,0,0,0,0
188,yogurt,0,0,0,0,0,0
189,chocolate g,0,0,0,0,0,0
190,tfa caramel,0,0,0,0,0,0
191,passionfruit,0,0,0,0,0,0
192,banana gone nut,0,0,0,0,0,0
193,ginger,0,0,0,0,0,0
194,zzzz,0,0,0,0,0,0
195,caramel tobacco,0,0,0,0,0,0
196,sour raspberry,0,0,0,0,0,0
197,vanilla bean ice crea,0,0,0,0,0,0
198,molasses,0,0,0,0,0,0
199,acai berry,0,0,0,0,0,0
200,strawberry candy,0,0,0,0,0,0
201,vanilla bean ic,0,0,0,0,0,0
202,raspberry sweet,0,0,0,0,0,0
203,sweetener sucralose,0,0,0,0,0,0
204,la banana cream,0,0,0,0,0,0
205,cream fresh,0,0,0,0,0,0
206,a watermelon,0,0,0,0,0,0
207,strawberry cheescake,0,0,0,0,0,0
208,blue raspberry,0,0,0,0,0,0
209,tfa caramel candy,0,0,0,0,0,0
210,toasted marshmallow,0,0,0,0,0,0
211,raspberry apple,0,0,0,0,0,0
212,earl grey tea,0,0,0,0,0,0
213,tfa,0,0,0,0,0,0
214,bse,0,0,0,0,0,0
215,pg m,0,0,0,0,0,0
216,pumpkin,0,0,0,0,0,0
217,new york cheesecake cap,0,0,0,0,0,0
218,blueberry ext,0,0,0,0,0,0
219,coconut g,0,0,0,0,0,0
220,strawberry cupcake,0,0,0,0,0,0
221,biscotti,0,0,0,0,0,0
222,smoke pipe,0,0,0,0,0,0
223,pomegranate,0,0,0,0,0,0
224,fa meringue,0,0,0,0,0,0
225,coconut ex,0,0,0,0,0,0
226,turkish,0,0,0,0,0,0
227,inw raspberry,0,0,0,0,0,0
228,capella,0,0,0,0,0,0
229,nectarine,0,0,0,0,0,0
230,fa marshmallow,0,0,0,0,0,0
231,strawberry v,0,0,0,0,0,0
232,peanutbutter,0,0,0,0,0,0
233,apple sour,0,0,0,0,0,0
234,raspberry h,0,0,0,0,0,0
235,wale,0,0,0,0,0,0
236,fa caramel,0,0,0,0,0,0
237,coffee,0,0,0,0,0,0
238,yog,0,0,0,0,0,0
239,caramel v,0,0,0,0,0,0
240,caramel candy,0,0,0,0,0,0
241,blueberry,0,0,0,0,0,0
242,pie crust,0,0,0,0,0,0
243,cap vanilla custard,0,0,0,0,0,0
244,sour apple,0,0,0,0,0,0
245,creme de menthe,0,0,0,0,0,0
246,cake batter,0,0,0,0,0,0
247,honeydew,0,0,0,0,0,0
248,black licorice,0,0,0,0,0,0
249,tfa vanilla custard,0,0,0,0,0,0
250,cinnamon danish,0,0,0,0,0,0
251,blue raspberry slush,0,0,0,0,0,0
252,fruity flake,0,0,0,0,0,0
253,capel,0,0,0,0,0,0
254,vanilla bean ice cream t,0,0,0,0,0,0
255,rhubarb custard,0,0,0,0,0,0
256,e yogurt,0,0,0,0,0,0
257,shenanigan,0,0,0,0,0,0
258,strawberry concentrate,0,0,0,0,0,0
259,caramel cappuccino,0,0,0,0,0,0
261,mango,0,0,0,0,0,0
262,sweetener,0,0,0,0,0,0
263,berry crunch,0,0,0,0,0,0
264,rhm,0,0,0,0,0,0
265,yg,0,0,0,0,0,0
266,strawberry cap,0,0,0,0,0,0
267,yougurt,0,0,0,0,0,0
268,banana,0,0,0,0,0,0
269,vanilla bean ice,0,0,0,0,0,0
270,tutti frutti,0,0,0,0,0,0
271,chocolate,0,0,0,0,0,0
272,vanilla c,0,0,0,0,0,0
273,horchata,0,0,0,0,0,0
274,fruit circle,0,0,0,0,0,0
275,yun,0,0,0,0,0,0
276,tfa sweetener,0,0,0,0,0,0
277,anana cream,0,0,0,0,0,0
278,hazelnut,0,0,0,0,0,0
279,e brown sugar,0,0,0,0,0,0
280,fw,0,0,0,0,0,0
281,blue raspberry fl,0,0,0,0,0,0
282,clove,0,0,0,0,0,0
283,tobacco ab,0,0,0,0,0,0
284,roope,0,0,0,0,0,0
285,skittle,0,0,0,0,0,0
286,caramel cap,0,0,0,0,0,0
287,red velvet cake,0,0,0,0,0,0
288,dairy milk,0,0,0,0,0,0
289,menthol eucalyptus,0,0,0,0,0,0
290,bacon,0,0,0,0,0,0
291,cloud,0,0,0,0,0,0
292,vanilla cupcake,0,0,0,0,0,0
293,banana g,0,0,0,0,0,0
294,orange,0,0,0,0,0,0
295,thug juice,0,0,0,0,0,0
296,frosted donut,0,0,0,0,0,0
297,peach juicy,0,0,0,0,0,0
298,almond,0,0,0,0,0,0
299,pear,0,0,0,0,0,0
300,blueberry extra,0,0,0,0,0,0
301,caramel macchiato,0,0,0,0,0,0
302,apple green,0,0,0,0,0,0
303,absinthe,0,0,0,0,0,0
304,apple,0,0,0,0,0,0
305,y ac,0,0,0,0,0,0
306,strawberry cheesecake,0,0,0,0,0,0
307,dr pepper,0,0,0,0,0,0
308,yellow color,0,0,0,0,0,0
309,cap sweet strawberry,0,0,0,0,0,0
310,eggnog,0,0,0,0,0,0
311,beer,0,0,0,0,0,0
312,tangerine,0,0,0,0,0,0
313,mg nicotine,0,0,0,0,0,0
314,butter,0,0,0,0,0,0
315,blue lemonade,0,0,0,0,0,0
316,sugar cookie cap,0,0,0,0,0,0
317,caramel original,0,0,0,0,0,0
318,candy watermelon,0,0,0,0,0,0
319,graham cracker,0,0,0,0,0,0
320,butterscotch,0,0,0,0,0,0
321,pomegrana,0,0,0,0,0,0
322,ananas,0,0,0,0,0,0
323,vanilla raspberry,0,0,0,0,0,0
324,c rum,0,0,0,0,0,0
325,gummi bear,0,0,0,0,0,0
326,ginger ale,0,0,0,0,0,0
327,rew,0,0,0,0,0,0
328,ripe a,0,0,0,0,0,0
329,leaf,0,0,0,0,0,0
330,ripe banana,0,0,0,0,0,0
331,c custard,0,0,0,0,0,0
332,lemon meringue pie,0,0,0,0,0,0
333,greek yogurt,0,0,0,0,0,0
334,dulce de leche,0,0,0,0,0,0
335,wintergreen,0,0,0,0,0,0
336,zebra stripe gum,0,0,0,0,0,0
337,cookie,0,0,0,0,0,0
338,cap super sweet,0,0,0,0,0,0
339,bf,0,0,0,0,0,0
340,cap sugar cookie,0,0,0,0,0,0
341,banana coconut,0,0,0,0,0,0
342,watermelon,0,0,0,0,0,0
343,cranberry,0,0,0,0,0,0
344,yummy gummy,0,0,0,0,0,0
345,tfa vanilla bean ice cream,0,0,0,0,0,0
346,peppermint,0,0,0,0,0,0
347,caramel ca,0,0,0,0,0,0
348,dutch apple pie,0,0,0,0,0,0
349,zebra stripe,0,0,0,0,0,0
350,super s,0,0,0,0,0,0
351,sweet cream,0,0,0,0,0,0
352,tobacco,0,0,0,0,0,0
353,fa almond,0,0,0,0,0,0
354,pink champagne,0,0,0,0,0,0
355,rex,0,0,0,0,0,0
356,a raspberry,0,0,0,0,0,0
357,rhubarb,0,0,0,0,0,0
358,banana foster,0,0,0,0,0,0
359,coconut cream,0,0,0,0,0,0
360,cap butter cream,0,0,0,0,0,0
361,cap sweet cream,0,0,0,0,0,0
362,caramel apple,0,0,0,0,0,0
363,condensed milk,0,0,0,0,0,0
364,cara,0,0,0,0,0,0
365,dunhill,0,0,0,0,0,0
366,cap cinnamon danish,0,0,0,0,0,0
367,la watermelon,0,0,0,0,0,0
368,coconut,0,0,0,0,0,0
369,acetyl pyrazine,0,0,0,0,0,0
370,banana fo,0,0,0,0,0,0
371,papaya,0,0,0,0,0,0
372,boysenberry,0,0,0,0,0,0
373,cap cinnamon danish swirl,0,0,0,0,0,0
374,b custard,0,0,0,0,0,0
375,cap vanilla bean ice cream,0,0,0,0,0,0
376,la peach,0,0,0,0,0,0
377,coconut milk,0,0,0,0,0,0
378,raspberry one,0,0,0,0,0,0
379,pumpkin spice,0,0,0,0,0,0
380,oko,0,0,0,0,0,0
381,super sweet,0,0,0,0,0,0
382,key lime pie,0,0,0,0,0,0
383,frontier,0,0,0,0,0,0
384,vanilla custard cream,0,0,0,0,0,0
385,strawberry cheese cake,0,0,0,0,0,0
386,tobacco flavour,0,0,0,0,0,0
387,marshmallow,0,0,0,0,0,0
388,zooch,0,0,0,0,0,0
389,vanillin,0,0,0,0,0,0
390,e strawberry,0,0,0,0,0,0
391,blackber,0,0,0,0,0,0
392,strawberry b,0,0,0,0,0,0
393,butter toffee,0,0,0,0,0,0
394,fw hazelnut,0,0,0,0,0,0
395,black cherry,0,0,0,0,0,0
396,fw yellow cake,0,0,0,0,0,0
397,afternoon delight,0,0,0,0,0,0
398,room temp,0,0,0,0,0,0
399,chocolate hazelnut,0,0,0,0,0,0
400,strawberry c,0,0,0,0,0,0
401,em sweete,0,0,0,0,0,0
402,chai tea,0,0,0,0,0,0
403,rice krispies,0,0,0,0,0,0
404,strawberry ca,0,0,0,0,0,0
405,jungle juice,0,0,0,0,0,0
406,pineapple,0,0,0,0,0,0
407,capella cool mint,0,0,0,0,0,0
408,n nut,0,0,0,0,0,0
409,fa bavarian cream,0,0,0,0,0,0
410,lemon,0,0,0,0,0,0
411,lacaramel,0,0,0,0,0,0
412,sassafras,0,0,0,0,0,0
413,key l,0,0,0,0,0,0
414,wild cherry,0,0,0,0,0,0
415,apricot,0,0,0,0,0,0
416,strawberry milk,0,0,0,0,0,0
417,peach,0,0,0,0,0,0
418,e sucralose,0,0,0,0,0,0
419,beer hang,0,0,0,0,0,0
420,tres lech,0,0,0,0,0,0
421,blueberry ice,0,0,0,0,0,0
422,apple ca,0,0,0,0,0,0
423,peanut but,0,0,0,0,0,0
424,peanut,0,0,0,0,0,0
425,tfa sour,0,0,0,0,0,0
426,blackcurrant,0,0,0,0,0,0
427,e custard,0,0,0,0,0,0
428,lemonade,0,0,0,0,0,0
429,cherry,0,0,0,0,0,0
430,root,0,0,0,0,0,0
431,menthol blend,0,0,0,0,0,0
432,strawberry sweet,0,0,0,0,0,0
433,strawberry tf,0,0,0,0,0,0
434,candy corn,0,0,0,0,0,0
435,titty,0,0,0,0,0,0
436,coca,0,0,0,0,0,0
437,irish cream,0,0,0,0,0,0
438,coconut vi,0,0,0,0,0,0
439,coconut extra,0,0,0,0,0,0
440,brown sugar,0,0,0,0,0,0
441,any one,0,0,0,0,0,0
442,amaretto,0,0,0,0,0,0
443,s raspberry,0,0,0,0,0,0
444,la caramel,0,0,0,0,0,0
445,lkj,0,0,0,0,0,0
446,custard,0,0,0,0,0,0
447,tobacco blend,0,0,0,0,0,0
448,d cookie,0,0,0,0,0,0
449,cooling agent,0,0,0,0,0,0
450,lemon sicily,0,0,0,0,0,0
451,lychee,0,0,0,0,0,0
452,guava,0,0,0,0,0,0
453,kiwi double,0,0,0,0,0,0
454,horchata cap,0,0,0,0,0,0
455,hawk sauce,0,0,0,0,0,0
456,green apple,0,0,0,0,0,0
457,maple syrup,0,0,0,0,0,0
458,coconut cream pie,0,0,0,0,0,0
459,cherry limeade,0,0,0,0,0,0
460,c r,0,0,0,0,0,0
461,bavarian cream,0,0,0,0,0,0
462,banana split,0,0,0,0,0,0
