,Flavor Name,Positive,Negative,Total,Difference,Percent_Positive,Percent_Negative
116,toasted almond,"RanksumsResult(statistic=0.075143378854412843, pvalue=0.94010063403101307)","RanksumsResult(statistic=-0.62369004449162668, pvalue=0.53283116243344486)","RanksumsResult(statistic=-0.32311652907397526, pvalue=0.74660699273165942)","RanksumsResult(statistic=1.3826381709211963, pvalue=0.16677583882090863)","RanksumsResult(statistic=1.3375521436085487, pvalue=0.18104247362247738)","RanksumsResult(statistic=-1.2849517784104596, pvalue=0.19880913543403056)"
117,key lime,"RanksumsResult(statistic=-1.1609652033006785, pvalue=0.24565605052452089)","RanksumsResult(statistic=-1.1609652033006785, pvalue=0.24565605052452089)","RanksumsResult(statistic=-1.1233935138734721, pvalue=0.26127040329721385)","RanksumsResult(statistic=-1.2248370753269293, pvalue=0.22063661277386581)","RanksumsResult(statistic=0.052600365198088993, pvalue=0.95805032598919437)","RanksumsResult(statistic=0.0, pvalue=1.0)"
118,blackberry lemonade,"RanksumsResult(statistic=1.1910225548424436, pvalue=0.23364473056922463)","RanksumsResult(statistic=0.51848931409544863, pvalue=0.6041169138215583)","RanksumsResult(statistic=0.97310675616464637, pvalue=0.33050024654187338)","RanksumsResult(statistic=0.79651981585677623, pvalue=0.42572996251300443)","RanksumsResult(statistic=1.2361085821550915, pvalue=0.21641820522330935)","RanksumsResult(statistic=-1.1835082169570024, pvalue=0.23660779192690939)"
119,ygt,"RanksumsResult(statistic=1.4502672118901681, pvalue=0.14698401864359506)","RanksumsResult(statistic=-0.19912995396419406, pvalue=0.84216109053312527)","RanksumsResult(statistic=0.42080292158471194, pvalue=0.67389899808155218)","RanksumsResult(statistic=1.2361085821550915, pvalue=0.21641820522330935)","RanksumsResult(statistic=1.6118254764271556, pvalue=0.10699992266660029)","RanksumsResult(statistic=-1.5592251112290665, pvalue=0.11894310941680074)"
120,salted caramel,"RanksumsResult(statistic=-0.22167296762051791, pvalue=0.82456847529377131)","RanksumsResult(statistic=-0.086414885682574771, pvalue=0.93113661413138293)","RanksumsResult(statistic=-0.16155826453698763, pvalue=0.87165372552279696)","RanksumsResult(statistic=-0.47716045572552157, pvalue=0.63324786765132846)","RanksumsResult(statistic=-0.11647223722433991, pvalue=0.90727828781016617)","RanksumsResult(statistic=0.16907260242242891, pvalue=0.86573953476468157)"
121,peanut butter cup,"RanksumsResult(statistic=-1.2135655684987674, pvalue=0.22491366188775952)","RanksumsResult(statistic=-1.2887089473531803, pvalue=0.19749929074161399)","RanksumsResult(statistic=-1.2248370753269293, pvalue=0.22063661277386581)","RanksumsResult(statistic=-1.1835082169570024, pvalue=0.23660779192690939)","RanksumsResult(statistic=0.24045881233412111, pvalue=0.80997458963151447)","RanksumsResult(statistic=-0.18785844713603211, pvalue=0.8509876171077333)"
122,grapefruit,"RanksumsResult(statistic=-0.71761926805964271, pvalue=0.47299207385061992)","RanksumsResult(statistic=-0.62369004449162668, pvalue=0.53283116243344486)","RanksumsResult(statistic=-0.66126173391883303, pvalue=0.50844447710691054)","RanksumsResult(statistic=-0.86790602576846843, pvalue=0.38544577994675422)","RanksumsResult(statistic=-0.04884319625536835, pvalue=0.96104425760164114)","RanksumsResult(statistic=0.10144356145345734, pvalue=0.91919835776691372)"
123,cotton candy,"RanksumsResult(statistic=-0.74391945065868714, pvalue=0.45692520733131181)","RanksumsResult(statistic=-1.0670359797326625, pvalue=0.28595558906352436)","RanksumsResult(statistic=-0.86790602576846843, pvalue=0.38544577994675422)","RanksumsResult(statistic=1.4765673944892124, pvalue=0.13979163723922652)","RanksumsResult(statistic=1.1233935138734721, pvalue=0.26127040329721385)","RanksumsResult(statistic=-1.070793148675383, pvalue=0.2842624482198477)"
124,tfa vanilla swirl,"RanksumsResult(statistic=0.18785844713603211, pvalue=0.8509876171077333)","RanksumsResult(statistic=1.3037376231240629, pvalue=0.19232305687010454)","RanksumsResult(statistic=0.55981817246537569, pvalue=0.57560346704169074)","RanksumsResult(statistic=-0.47716045572552157, pvalue=0.63324786765132846)","RanksumsResult(statistic=-1.3676094951503139, pvalue=0.17143434273459179)","RanksumsResult(statistic=1.4202098603484028, pvalue=0.15554659387794492)"
125,lemon lime,"RanksumsResult(statistic=0.075143378854412843, pvalue=0.94010063403101307)","RanksumsResult(statistic=-0.42080292158471194, pvalue=0.67389899808155218)","RanksumsResult(statistic=-0.20664429184963534, pvalue=0.83628766686185019)","RanksumsResult(statistic=1.1534508654152371, pvalue=0.24872537390917693)","RanksumsResult(statistic=1.1459365275297959, pvalue=0.25182141590501905)","RanksumsResult(statistic=-1.0933361623317068, pvalue=0.27424623093534461)"
126,american red,"RanksumsResult(statistic=1.1910225548424436, pvalue=0.23364473056922463)","RanksumsResult(statistic=0.83784867422670328, pvalue=0.4021156978671776)","RanksumsResult(statistic=1.292466116295901, pvalue=0.19619577284593692)","RanksumsResult(statistic=0.51473214515272803, pvalue=0.60674020741810386)","RanksumsResult(statistic=0.62369004449162668, pvalue=0.53283116243344486)","RanksumsResult(statistic=-0.5710896792935376, pvalue=0.56793885423288748)"
127,blueraspberry,"RanksumsResult(statistic=1.1910225548424436, pvalue=0.23364473056922463)","RanksumsResult(statistic=0.04884319625536835, pvalue=0.96104425760164114)","RanksumsResult(statistic=0.55981817246537569, pvalue=0.57560346704169074)","RanksumsResult(statistic=1.0858218244462656, pvalue=0.27755782879483393)","RanksumsResult(statistic=1.4352385361192854, pvalue=0.15121913580096258)","RanksumsResult(statistic=-1.3826381709211963, pvalue=0.16677583882090863)"
128,la cream cheese icing,"RanksumsResult(statistic=0.33438803590213717, pvalue=0.73808676630872405)","RanksumsResult(statistic=1.3037376231240629, pvalue=0.19232305687010454)","RanksumsResult(statistic=0.75519095748684917, pvalue=0.45013441349304983)","RanksumsResult(statistic=-0.3531738806157404, pvalue=0.72395808802476447)","RanksumsResult(statistic=-1.3676094951503139, pvalue=0.17143434273459179)","RanksumsResult(statistic=1.4202098603484028, pvalue=0.15554659387794492)"
129,d yogurt,"RanksumsResult(statistic=0.52600365198088994, pvalue=0.59888566957522027)","RanksumsResult(statistic=-0.086414885682574771, pvalue=0.93113661413138293)","RanksumsResult(statistic=0.2479731502195624, pvalue=0.80415518112267348)","RanksumsResult(statistic=0.97310675616464637, pvalue=0.33050024654187338)","RanksumsResult(statistic=1.1459365275297959, pvalue=0.25182141590501905)","RanksumsResult(statistic=-1.0933361623317068, pvalue=0.27424623093534461)"
130,whipped cream,"RanksumsResult(statistic=-1.0520073039617799, pvalue=0.29279619859405071)","RanksumsResult(statistic=-0.48843196255368349, pvalue=0.62524390684807385)","RanksumsResult(statistic=-0.97310675616464637, pvalue=0.33050024654187338)","RanksumsResult(statistic=-1.3112519610095041, pvalue=0.18977265252156517)","RanksumsResult(statistic=-0.90547771519567477, pvalue=0.36521236057683049)","RanksumsResult(statistic=0.95807808039376385, pvalue=0.33802338760919448)"
131,cinnamon roll,"RanksumsResult(statistic=-1.3413093125512694, pvalue=0.17982004749907643)","RanksumsResult(statistic=-0.90172054625295417, pvalue=0.36720533573762693)","RanksumsResult(statistic=-1.2661659336968565, pvalue=0.20545368108560558)","RanksumsResult(statistic=-1.4840817323746538, pvalue=0.13778723885633387)","RanksumsResult(statistic=-0.95807808039376385, pvalue=0.33802338760919448)","RanksumsResult(statistic=1.0106784455918527, pvalue=0.31217035663466797)"
132,coconut ext,"RanksumsResult(statistic=1.1910225548424436, pvalue=0.23364473056922463)","RanksumsResult(statistic=1.3037376231240629, pvalue=0.19232305687010454)","RanksumsResult(statistic=1.5291677596873015, pvalue=0.1262228608783805)","RanksumsResult(statistic=0.27051616387588623, pvalue=0.78676318335056483)","RanksumsResult(statistic=-1.3676094951503139, pvalue=0.17143434273459179)","RanksumsResult(statistic=1.4202098603484028, pvalue=0.15554659387794492)"
133,vienna cream,"RanksumsResult(statistic=0.52600365198088994, pvalue=0.59888566957522027)","RanksumsResult(statistic=1.3037376231240629, pvalue=0.19232305687010454)","RanksumsResult(statistic=0.97310675616464637, pvalue=0.33050024654187338)","RanksumsResult(statistic=-0.18034410925059083, pvalue=0.85688242914079782)","RanksumsResult(statistic=-1.3676094951503139, pvalue=0.17143434273459179)","RanksumsResult(statistic=1.4202098603484028, pvalue=0.15554659387794492)"
134,spearmint,"RanksumsResult(statistic=-1.0031641077064115, pvalue=0.31578168749920055)","RanksumsResult(statistic=-1.0858218244462656, pvalue=0.27755782879483393)","RanksumsResult(statistic=-1.0181927834772941, pvalue=0.30858634829744669)","RanksumsResult(statistic=-1.1459365275297959, pvalue=0.25182141590501905)","RanksumsResult(statistic=0.086414885682574771, pvalue=0.93113661413138293)","RanksumsResult(statistic=-0.033814520484485779, pvalue=0.97302505689539232)"
135,papa smurf,"RanksumsResult(statistic=0.84536301211214449, pvalue=0.39790818932615968)","RanksumsResult(statistic=-0.42080292158471194, pvalue=0.67389899808155218)","RanksumsResult(statistic=-0.0075143378854412848, pvalue=0.99400448223969551)","RanksumsResult(statistic=1.3300378057231075, pvalue=0.18350581540559008)","RanksumsResult(statistic=1.4765673944892124, pvalue=0.13979163723922652)","RanksumsResult(statistic=-1.4239670292911235, pvalue=0.15445601655591734)"
136,fruity,"RanksumsResult(statistic=-1.4765673944892124, pvalue=0.13979163723922652)","RanksumsResult(statistic=-1.6268541521980382, pvalue=0.10376807731288848)","RanksumsResult(statistic=-1.5441964354581841, pvalue=0.12254075212573348)","RanksumsResult(statistic=1.6869688552815685, pvalue=0.091609340781909937)","RanksumsResult(statistic=1.1759938790715612, pvalue=0.2395973220187213)","RanksumsResult(statistic=-1.1233935138734721, pvalue=0.26127040329721385)"
137,tart sour,"RanksumsResult(statistic=0.52600365198088994, pvalue=0.59888566957522027)","RanksumsResult(statistic=0.83784867422670328, pvalue=0.4021156978671776)","RanksumsResult(statistic=0.75519095748684917, pvalue=0.45013441349304983)","RanksumsResult(statistic=0.04884319625536835, pvalue=0.96104425760164114)","RanksumsResult(statistic=-0.43583159735559451, pvalue=0.66295891687628861)","RanksumsResult(statistic=0.48843196255368349, pvalue=0.62524390684807385)"
138,blood orange,"RanksumsResult(statistic=-0.84160584316942388, pvalue=0.40000861750964434)","RanksumsResult(statistic=-0.98437826299280828, pvalue=0.32492956171056286)","RanksumsResult(statistic=-0.86790602576846843, pvalue=0.38544577994675422)","RanksumsResult(statistic=-0.67253324074699494, pvalue=0.50124428576825941)","RanksumsResult(statistic=0.33814520484485783, pvalue=0.73525376625806804)","RanksumsResult(statistic=-0.2855448396467688, pvalue=0.77522675653798268)"
139,strawberry capella,"RanksumsResult(statistic=0.84536301211214449, pvalue=0.39790818932615968)","RanksumsResult(statistic=1.3037376231240629, pvalue=0.19232305687010454)","RanksumsResult(statistic=1.292466116295901, pvalue=0.19619577284593692)","RanksumsResult(statistic=0.04884319625536835, pvalue=0.96104425760164114)","RanksumsResult(statistic=-1.3676094951503139, pvalue=0.17143434273459179)","RanksumsResult(statistic=1.4202098603484028, pvalue=0.15554659387794492)"
140,peanut butter,"RanksumsResult(statistic=-1.6644258416252447, pvalue=0.096027359443228336)","RanksumsResult(statistic=-1.6719401795106859, pvalue=0.094536118714842812)","RanksumsResult(statistic=-1.6644258416252447, pvalue=0.096027359443228336)","RanksumsResult(statistic=-1.6343684900834794, pvalue=0.10218150037928192)","RanksumsResult(statistic=0.20664429184963534, pvalue=0.83628766686185019)","RanksumsResult(statistic=-0.15404392665154634, pvalue=0.87757510045464815)"
141,yuko,"RanksumsResult(statistic=0.84536301211214449, pvalue=0.39790818932615968)","RanksumsResult(statistic=0.04884319625536835, pvalue=0.96104425760164114)","RanksumsResult(statistic=0.42080292158471194, pvalue=0.67389899808155218)","RanksumsResult(statistic=0.97310675616464637, pvalue=0.33050024654187338)","RanksumsResult(statistic=1.2361085821550915, pvalue=0.21641820522330935)","RanksumsResult(statistic=-1.1835082169570024, pvalue=0.23660779192690939)"
142,malted milk,"RanksumsResult(statistic=1.1910225548424436, pvalue=0.23364473056922463)","RanksumsResult(statistic=0.51848931409544863, pvalue=0.6041169138215583)","RanksumsResult(statistic=0.97310675616464637, pvalue=0.33050024654187338)","RanksumsResult(statistic=0.79651981585677623, pvalue=0.42572996251300443)","RanksumsResult(statistic=1.2361085821550915, pvalue=0.21641820522330935)","RanksumsResult(statistic=-1.1835082169570024, pvalue=0.23660779192690939)"
143,white chocola,"RanksumsResult(statistic=1.6418828279689208, pvalue=0.10061428925744689)","RanksumsResult(statistic=1.6944831931670097, pvalue=0.090173502727059429)","RanksumsResult(statistic=1.649397165854362, pvalue=0.099066294977606953)","RanksumsResult(statistic=-1.1684795411861197, pvalue=0.24261338698030432)","RanksumsResult(statistic=1.4051811845775202, pvalue=0.15996740765780093)","RanksumsResult(statistic=-1.3525808193794313, pvalue=0.17618958346192426)"
144,peanut butter cookie,"RanksumsResult(statistic=-0.43583159735559451, pvalue=0.66295891687628861)","RanksumsResult(statistic=0.51848931409544863, pvalue=0.6041169138215583)","RanksumsResult(statistic=-0.20664429184963534, pvalue=0.83628766686185019)","RanksumsResult(statistic=-0.81906282951310005, pvalue=0.4127505677539226)","RanksumsResult(statistic=-0.88293470153935094, pvalue=0.37727155310662652)","RanksumsResult(statistic=0.93553506673743991, pvalue=0.34951262034291608)"
145,reunite,"RanksumsResult(statistic=1.1910225548424436, pvalue=0.23364473056922463)","RanksumsResult(statistic=0.83784867422670328, pvalue=0.4021156978671776)","RanksumsResult(statistic=1.292466116295901, pvalue=0.19619577284593692)","RanksumsResult(statistic=0.51473214515272803, pvalue=0.60674020741810386)","RanksumsResult(statistic=0.62369004449162668, pvalue=0.53283116243344486)","RanksumsResult(statistic=-0.5710896792935376, pvalue=0.56793885423288748)"
146,caramel c,"RanksumsResult(statistic=-0.89420620836751286, pvalue=0.37121157111537384)","RanksumsResult(statistic=-0.567332510350817, pvalue=0.57048829326495698)","RanksumsResult(statistic=-0.81530566057037945, pvalue=0.4148973694252005)","RanksumsResult(statistic=-1.1759938790715612, pvalue=0.2395973220187213)","RanksumsResult(statistic=-0.5635753414080964, pvalue=0.57304317237919467)","RanksumsResult(statistic=0.61617570660618537, pvalue=0.53777856016389569)"
147,banana cr,"RanksumsResult(statistic=1.7095118689378923, pvalue=0.087356175076945861)","RanksumsResult(statistic=1.7019975310524511, pvalue=0.088755831095505083)","RanksumsResult(statistic=1.7095118689378923, pvalue=0.087356175076945861)","RanksumsResult(statistic=1.7095118689378923, pvalue=0.087356175076945861)","RanksumsResult(statistic=-0.80027698479949683, pvalue=0.42355033463445968)","RanksumsResult(statistic=0.8528773499975858, pvalue=0.39372732348711759)"
148,blue raspberry cotton candy,"RanksumsResult(statistic=0.18785844713603211, pvalue=0.8509876171077333)","RanksumsResult(statistic=1.3037376231240629, pvalue=0.19232305687010454)","RanksumsResult(statistic=0.55981817246537569, pvalue=0.57560346704169074)","RanksumsResult(statistic=-0.47716045572552157, pvalue=0.63324786765132846)","RanksumsResult(statistic=-1.3676094951503139, pvalue=0.17143434273459179)","RanksumsResult(statistic=1.4202098603484028, pvalue=0.15554659387794492)"
149,tiramisu,"RanksumsResult(statistic=-1.0858218244462656, pvalue=0.27755782879483393)","RanksumsResult(statistic=-1.1759938790715612, pvalue=0.2395973220187213)","RanksumsResult(statistic=-1.0895789933889863, pvalue=0.2758986406749836)","RanksumsResult(statistic=-1.0369786281908973, pvalue=0.29974581746541451)","RanksumsResult(statistic=0.25173031916228306, pvalue=0.80124952017754503)","RanksumsResult(statistic=-0.19912995396419406, pvalue=0.84216109053312527)"
150,root beer,"RanksumsResult(statistic=-1.4991104081455364, pvalue=0.1338449919171506)","RanksumsResult(statistic=-0.74016228171596654, pvalue=0.45920153117512885)","RanksumsResult(statistic=-1.4465100429474473, pvalue=0.14803419721539615)","RanksumsResult(statistic=-1.6118254764271556, pvalue=0.10699992266660029)","RanksumsResult(statistic=-1.070793148675383, pvalue=0.2842624482198477)","RanksumsResult(statistic=1.1233935138734721, pvalue=0.26127040329721385)"
151,cinnamon sugar cookie,"RanksumsResult(statistic=-0.16531543347970826, pvalue=0.86869571179224692)","RanksumsResult(statistic=1.3037376231240629, pvalue=0.19232305687010454)","RanksumsResult(statistic=0.15028675770882569, pvalue=0.88053838015002961)","RanksumsResult(statistic=-0.72889077488780463, pvalue=0.46606847824085318)","RanksumsResult(statistic=-1.3676094951503139, pvalue=0.17143434273459179)","RanksumsResult(statistic=1.4202098603484028, pvalue=0.15554659387794492)"
152,cap harvest berry,"RanksumsResult(statistic=0.84536301211214449, pvalue=0.39790818932615968)","RanksumsResult(statistic=1.3037376231240629, pvalue=0.19232305687010454)","RanksumsResult(statistic=1.292466116295901, pvalue=0.19619577284593692)","RanksumsResult(statistic=0.04884319625536835, pvalue=0.96104425760164114)","RanksumsResult(statistic=-1.3676094951503139, pvalue=0.17143434273459179)","RanksumsResult(statistic=1.4202098603484028, pvalue=0.15554659387794492)"
153,cheesecake graham crust,"RanksumsResult(statistic=0.33438803590213717, pvalue=0.73808676630872405)","RanksumsResult(statistic=1.3037376231240629, pvalue=0.19232305687010454)","RanksumsResult(statistic=0.75519095748684917, pvalue=0.45013441349304983)","RanksumsResult(statistic=-0.3531738806157404, pvalue=0.72395808802476447)","RanksumsResult(statistic=-1.3676094951503139, pvalue=0.17143434273459179)","RanksumsResult(statistic=1.4202098603484028, pvalue=0.15554659387794492)"
154,rice krispy,"RanksumsResult(statistic=-0.018785844713603211, pvalue=0.98501194611381815)","RanksumsResult(statistic=0.04884319625536835, pvalue=0.96104425760164114)","RanksumsResult(statistic=0.056357534140809636, pvalue=0.95505698600367805)","RanksumsResult(statistic=-0.18034410925059083, pvalue=0.85688242914079782)","RanksumsResult(statistic=0.018785844713603211, pvalue=0.98501194611381815)","RanksumsResult(statistic=0.033814520484485779, pvalue=0.97302505689539232)"
155,orange cream,"RanksumsResult(statistic=-0.81906282951310005, pvalue=0.4127505677539226)","RanksumsResult(statistic=-0.567332510350817, pvalue=0.57048829326495698)","RanksumsResult(statistic=-0.74016228171596654, pvalue=0.45920153117512885)","RanksumsResult(statistic=-1.0970933312744275, pvalue=0.27260059511425172)","RanksumsResult(statistic=-0.43583159735559451, pvalue=0.66295891687628861)","RanksumsResult(statistic=0.48843196255368349, pvalue=0.62524390684807385)"
156,raspberry,"RanksumsResult(statistic=-1.7245405447087749, pvalue=0.084610306139153046)","RanksumsResult(statistic=-1.7019975310524511, pvalue=0.088755831095505083)","RanksumsResult(statistic=-1.7245405447087749, pvalue=0.084610306139153046)","RanksumsResult(statistic=-1.7245405447087749, pvalue=0.084610306139153046)","RanksumsResult(statistic=-0.3193593601312546, pvalue=0.74945402443626596)","RanksumsResult(statistic=0.37195972532934357, pvalue=0.709922835838247)"
157,vanilla custard,"RanksumsResult(statistic=-1.5892824627708317, pvalue=0.11199663625104254)","RanksumsResult(statistic=-1.5592251112290665, pvalue=0.11894310941680074)","RanksumsResult(statistic=-1.5967968006562729, pvalue=0.11031100934650412)","RanksumsResult(statistic=-1.649397165854362, pvalue=0.099066294977606953)","RanksumsResult(statistic=-0.2291873055059592, pvalue=0.81872333875511594)","RanksumsResult(statistic=0.2817876707040482, pvalue=0.7781063253571584)"
158,peanut butter e,"RanksumsResult(statistic=0.84536301211214449, pvalue=0.39790818932615968)","RanksumsResult(statistic=0.51848931409544863, pvalue=0.6041169138215583)","RanksumsResult(statistic=0.75519095748684917, pvalue=0.45013441349304983)","RanksumsResult(statistic=0.51473214515272803, pvalue=0.60674020741810386)","RanksumsResult(statistic=0.62369004449162668, pvalue=0.53283116243344486)","RanksumsResult(statistic=-0.5710896792935376, pvalue=0.56793885423288748)"
159,coconut extract,"RanksumsResult(statistic=0.84536301211214449, pvalue=0.39790818932615968)","RanksumsResult(statistic=1.3037376231240629, pvalue=0.19232305687010454)","RanksumsResult(statistic=1.292466116295901, pvalue=0.19619577284593692)","RanksumsResult(statistic=0.04884319625536835, pvalue=0.96104425760164114)","RanksumsResult(statistic=-1.3676094951503139, pvalue=0.17143434273459179)","RanksumsResult(statistic=1.4202098603484028, pvalue=0.15554659387794492)"
160,strawberry conc,"RanksumsResult(statistic=1.4502672118901681, pvalue=0.14698401864359506)","RanksumsResult(statistic=1.3037376231240629, pvalue=0.19232305687010454)","RanksumsResult(statistic=1.5667394491145079, pvalue=0.11717560582373292)","RanksumsResult(statistic=0.51473214515272803, pvalue=0.60674020741810386)","RanksumsResult(statistic=-1.7282977136514954, pvalue=0.083934862769298249)","RanksumsResult(statistic=-1.7282977136514954, pvalue=0.083934862769298249)"
161,chestnut,"RanksumsResult(statistic=0.52600365198088994, pvalue=0.59888566957522027)","RanksumsResult(statistic=0.83784867422670328, pvalue=0.4021156978671776)","RanksumsResult(statistic=0.75519095748684917, pvalue=0.45013441349304983)","RanksumsResult(statistic=0.04884319625536835, pvalue=0.96104425760164114)","RanksumsResult(statistic=-0.43583159735559451, pvalue=0.66295891687628861)","RanksumsResult(statistic=0.48843196255368349, pvalue=0.62524390684807385)"
163,cinnamon,0,0,0,0,0,0
164,white out,0,0,0,0,0,0
165,blackberry,0,0,0,0,0,0
166,vanilla,0,0,0,0,0,0
167,chocolate cream,0,0,0,0,0,0
168,pale,0,0,0,0,0,0
169,yumberry,0,0,0,0,0,0
170,licorice,0,0,0,0,0,0
171,dragonfruit,0,0,0,0,0,0
172,blueberry candy,0,0,0,0,0,0
173,honeysuckle,0,0,0,0,0,0
174,dragon fruit,0,0,0,0,0,0
175,mandarin,0,0,0,0,0,0
176,creamy coconut,0,0,0,0,0,0
177,peanut butter chocolate,0,0,0,0,0,0
178,strawberry r,0,0,0,0,0,0
179,vanilla butternut,0,0,0,0,0,0
180,sugar coo,0,0,0,0,0,0
181,super sour,0,0,0,0,0,0
182,sweet grape,0,0,0,0,0,0
183,ice cream,0,0,0,0,0,0
184,toasted coconut,0,0,0,0,0,0
185,banana cream,0,0,0,0,0,0
186,sweet strawberry cap,0,0,0,0,0,0
187,banana nut bread,0,0,0,0,0,0
188,yogurt,0,0,0,0,0,0
189,chocolate g,0,0,0,0,0,0
190,tfa caramel,0,0,0,0,0,0
191,passionfruit,0,0,0,0,0,0
192,banana gone nut,0,0,0,0,0,0
193,ginger,0,0,0,0,0,0
194,zzzz,0,0,0,0,0,0
195,caramel tobacco,0,0,0,0,0,0
196,sour raspberry,0,0,0,0,0,0
197,vanilla bean ice crea,0,0,0,0,0,0
198,molasses,0,0,0,0,0,0
199,acai berry,0,0,0,0,0,0
200,strawberry candy,0,0,0,0,0,0
201,vanilla bean ic,0,0,0,0,0,0
202,raspberry sweet,0,0,0,0,0,0
203,sweetener sucralose,0,0,0,0,0,0
204,la banana cream,0,0,0,0,0,0
205,cream fresh,0,0,0,0,0,0
206,a watermelon,0,0,0,0,0,0
207,strawberry cheescake,0,0,0,0,0,0
208,blue raspberry,0,0,0,0,0,0
209,tfa caramel candy,0,0,0,0,0,0
210,toasted marshmallow,0,0,0,0,0,0
211,raspberry apple,0,0,0,0,0,0
212,earl grey tea,0,0,0,0,0,0
213,tfa,0,0,0,0,0,0
214,bse,0,0,0,0,0,0
215,pg m,0,0,0,0,0,0
216,pumpkin,0,0,0,0,0,0
217,new york cheesecake cap,0,0,0,0,0,0
218,blueberry ext,0,0,0,0,0,0
219,coconut g,0,0,0,0,0,0
220,strawberry cupcake,0,0,0,0,0,0
221,biscotti,0,0,0,0,0,0
222,smoke pipe,0,0,0,0,0,0
223,pomegranate,0,0,0,0,0,0
224,fa meringue,0,0,0,0,0,0
225,coconut ex,0,0,0,0,0,0
226,turkish,0,0,0,0,0,0
227,inw raspberry,0,0,0,0,0,0
228,capella,0,0,0,0,0,0
229,nectarine,0,0,0,0,0,0
230,fa marshmallow,0,0,0,0,0,0
231,strawberry v,0,0,0,0,0,0
232,peanutbutter,0,0,0,0,0,0
233,apple sour,0,0,0,0,0,0
234,raspberry h,0,0,0,0,0,0
235,wale,0,0,0,0,0,0
236,fa caramel,0,0,0,0,0,0
237,coffee,0,0,0,0,0,0
238,yog,0,0,0,0,0,0
239,caramel v,0,0,0,0,0,0
240,caramel candy,0,0,0,0,0,0
241,blueberry,0,0,0,0,0,0
242,pie crust,0,0,0,0,0,0
243,cap vanilla custard,0,0,0,0,0,0
244,sour apple,0,0,0,0,0,0
245,creme de menthe,0,0,0,0,0,0
246,cake batter,0,0,0,0,0,0
247,honeydew,0,0,0,0,0,0
248,black licorice,0,0,0,0,0,0
249,tfa vanilla custard,0,0,0,0,0,0
250,cinnamon danish,0,0,0,0,0,0
251,blue raspberry slush,0,0,0,0,0,0
252,fruity flake,0,0,0,0,0,0
253,capel,0,0,0,0,0,0
254,vanilla bean ice cream t,0,0,0,0,0,0
255,rhubarb custard,0,0,0,0,0,0
256,e yogurt,0,0,0,0,0,0
257,shenanigan,0,0,0,0,0,0
258,strawberry concentrate,0,0,0,0,0,0
259,caramel cappuccino,0,0,0,0,0,0
261,mango,0,0,0,0,0,0
262,sweetener,0,0,0,0,0,0
263,berry crunch,0,0,0,0,0,0
264,rhm,0,0,0,0,0,0
265,yg,0,0,0,0,0,0
266,strawberry cap,0,0,0,0,0,0
267,yougurt,0,0,0,0,0,0
268,banana,0,0,0,0,0,0
269,vanilla bean ice,0,0,0,0,0,0
270,tutti frutti,0,0,0,0,0,0
271,chocolate,0,0,0,0,0,0
272,vanilla c,0,0,0,0,0,0
273,horchata,0,0,0,0,0,0
274,fruit circle,0,0,0,0,0,0
275,yun,0,0,0,0,0,0
276,tfa sweetener,0,0,0,0,0,0
277,anana cream,0,0,0,0,0,0
278,hazelnut,0,0,0,0,0,0
279,e brown sugar,0,0,0,0,0,0
280,fw,0,0,0,0,0,0
281,blue raspberry fl,0,0,0,0,0,0
282,clove,0,0,0,0,0,0
283,tobacco ab,0,0,0,0,0,0
284,roope,0,0,0,0,0,0
285,skittle,0,0,0,0,0,0
286,caramel cap,0,0,0,0,0,0
287,red velvet cake,0,0,0,0,0,0
288,dairy milk,0,0,0,0,0,0
289,menthol eucalyptus,0,0,0,0,0,0
290,bacon,0,0,0,0,0,0
291,cloud,0,0,0,0,0,0
292,vanilla cupcake,0,0,0,0,0,0
293,banana g,0,0,0,0,0,0
294,orange,0,0,0,0,0,0
295,thug juice,0,0,0,0,0,0
296,frosted donut,0,0,0,0,0,0
297,peach juicy,0,0,0,0,0,0
298,almond,0,0,0,0,0,0
299,pear,0,0,0,0,0,0
300,blueberry extra,0,0,0,0,0,0
301,caramel macchiato,0,0,0,0,0,0
302,apple green,0,0,0,0,0,0
303,absinthe,0,0,0,0,0,0
304,apple,0,0,0,0,0,0
305,y ac,0,0,0,0,0,0
306,strawberry cheesecake,0,0,0,0,0,0
307,dr pepper,0,0,0,0,0,0
308,yellow color,0,0,0,0,0,0
309,cap sweet strawberry,0,0,0,0,0,0
310,eggnog,0,0,0,0,0,0
311,beer,0,0,0,0,0,0
312,tangerine,0,0,0,0,0,0
313,mg nicotine,0,0,0,0,0,0
314,butter,0,0,0,0,0,0
315,blue lemonade,0,0,0,0,0,0
316,sugar cookie cap,0,0,0,0,0,0
317,caramel original,0,0,0,0,0,0
318,candy watermelon,0,0,0,0,0,0
319,graham cracker,0,0,0,0,0,0
320,butterscotch,0,0,0,0,0,0
321,pomegrana,0,0,0,0,0,0
322,ananas,0,0,0,0,0,0
323,vanilla raspberry,0,0,0,0,0,0
324,c rum,0,0,0,0,0,0
325,gummi bear,0,0,0,0,0,0
326,ginger ale,0,0,0,0,0,0
327,rew,0,0,0,0,0,0
328,ripe a,0,0,0,0,0,0
329,leaf,0,0,0,0,0,0
330,ripe banana,0,0,0,0,0,0
331,c custard,0,0,0,0,0,0
332,lemon meringue pie,0,0,0,0,0,0
333,greek yogurt,0,0,0,0,0,0
334,dulce de leche,0,0,0,0,0,0
