,Flavor Name,Positive,Negative,Total,Difference,Percent_Positive,Percent_Negative
120,salted caramel,"MannwhitneyuResult(statistic=200.5, pvalue=0.41359130300186753)","MannwhitneyuResult(statistic=218.5, pvalue=0.4669232380543194)","MannwhitneyuResult(statistic=208.5, pvalue=0.43721428175917831)","MannwhitneyuResult(statistic=166.5, pvalue=0.31773594365216895)","MannwhitneyuResult(statistic=214.5, pvalue=0.45499303587117323)","MannwhitneyuResult(statistic=207.5, pvalue=0.43415102406832573)"
121,peanut butter cup,"MannwhitneyuResult(statistic=68.5, pvalue=0.11275030951379744)","MannwhitneyuResult(statistic=58.5, pvalue=0.09846111701933391)","MannwhitneyuResult(statistic=67.0, pvalue=0.11068460664591839)","MannwhitneyuResult(statistic=72.5, pvalue=0.11873473322940153)","MannwhitneyuResult(statistic=198.0, pvalue=0.40616675530548557)","MannwhitneyuResult(statistic=205.0, pvalue=0.4267488578781739)"
122,grapefruit,"MannwhitneyuResult(statistic=134.5, pvalue=0.23725094861560836)","MannwhitneyuResult(statistic=147.0, pvalue=0.26679093140353316)","MannwhitneyuResult(statistic=142.0, pvalue=0.25511418858340518)","MannwhitneyuResult(statistic=114.5, pvalue=0.1934343808920907)","MannwhitneyuResult(statistic=223.5, pvalue=0.48196508695947321)","MannwhitneyuResult(statistic=216.5, pvalue=0.46097349083454103)"
123,cotton candy,"MannwhitneyuResult(statistic=131.0, pvalue=0.22918851405612095)","MannwhitneyuResult(statistic=88.0, pvalue=0.14281386271603297)","MannwhitneyuResult(statistic=114.5, pvalue=0.1934003861012395)","MannwhitneyuResult(statistic=33.5, pvalue=0.070134736742880052)","MannwhitneyuResult(statistic=80.5, pvalue=0.13071476400518739)","MannwhitneyuResult(statistic=87.5, pvalue=0.14225126229047907)"
124,tfa vanilla swirl,"MannwhitneyuResult(statistic=205.0, pvalue=0.42683418753420188)","MannwhitneyuResult(statistic=56.5, pvalue=0.095842720957624195)","MannwhitneyuResult(statistic=155.5, pvalue=0.28880097214767891)","MannwhitneyuResult(statistic=166.5, pvalue=0.31773594365216895)","MannwhitneyuResult(statistic=48.0, pvalue=0.085640023711185065)","MannwhitneyuResult(statistic=41.0, pvalue=0.077677771169153129)"
125,lemon lime,"MannwhitneyuResult(statistic=220.0, pvalue=0.47149286319850153)","MannwhitneyuResult(statistic=174.0, pvalue=0.33767949086395121)","MannwhitneyuResult(statistic=202.5, pvalue=0.41949371532910651)","MannwhitneyuResult(statistic=76.5, pvalue=0.1248168915812824)","MannwhitneyuResult(statistic=77.5, pvalue=0.12597412901038368)","MannwhitneyuResult(statistic=84.5, pvalue=0.13722527151287373)"
126,american red,"MannwhitneyuResult(statistic=71.5, pvalue=0.11712848622283595)","MannwhitneyuResult(statistic=118.5, pvalue=0.20111962720176985)","MannwhitneyuResult(statistic=58.0, pvalue=0.098404313954584266)","MannwhitneyuResult(statistic=161.5, pvalue=0.30443732860049127)","MannwhitneyuResult(statistic=147.0, pvalue=0.26702914128690691)","MannwhitneyuResult(statistic=154.0, pvalue=0.28465695446796513)"
127,blueraspberry,"MannwhitneyuResult(statistic=71.5, pvalue=0.11712848622283595)","MannwhitneyuResult(statistic=223.5, pvalue=0.4819433929600756)","MannwhitneyuResult(statistic=155.5, pvalue=0.28880097214767891)","MannwhitneyuResult(statistic=85.5, pvalue=0.13928897614504371)","MannwhitneyuResult(statistic=39.0, pvalue=0.075528669852194016)","MannwhitneyuResult(statistic=46.0, pvalue=0.083325159625767975)"
128,la cream cheese icing,"MannwhitneyuResult(statistic=185.5, pvalue=0.37023083040547244)","MannwhitneyuResult(statistic=56.5, pvalue=0.095842720957624195)","MannwhitneyuResult(statistic=129.5, pvalue=0.22585600852866217)","MannwhitneyuResult(statistic=183.0, pvalue=0.36321049639293268)","MannwhitneyuResult(statistic=48.0, pvalue=0.085640023711185065)","MannwhitneyuResult(statistic=41.0, pvalue=0.077677771169153129)"
129,d yogurt,"MannwhitneyuResult(statistic=160.0, pvalue=0.30041384644432056)","MannwhitneyuResult(statistic=218.5, pvalue=0.4669232380543194)","MannwhitneyuResult(statistic=197.0, pvalue=0.40339069479730316)","MannwhitneyuResult(statistic=100.5, pvalue=0.16585922598596342)","MannwhitneyuResult(statistic=77.5, pvalue=0.12597412901038368)","MannwhitneyuResult(statistic=84.5, pvalue=0.13722527151287373)"
130,whipped cream,"MannwhitneyuResult(statistic=90.0, pvalue=0.14681865692281609)","MannwhitneyuResult(statistic=165.0, pvalue=0.31322863004883356)","MannwhitneyuResult(statistic=100.5, pvalue=0.16582624853232353)","MannwhitneyuResult(statistic=55.5, pvalue=0.095224701568526471)","MannwhitneyuResult(statistic=109.5, pvalue=0.18287983911935324)","MannwhitneyuResult(statistic=102.5, pvalue=0.1692321725781365)"
131,cinnamon roll,"MannwhitneyuResult(statistic=51.5, pvalue=0.090121188981032496)","MannwhitneyuResult(statistic=110.0, pvalue=0.18359488833936288)","MannwhitneyuResult(statistic=61.5, pvalue=0.10306376652982557)","MannwhitneyuResult(statistic=32.5, pvalue=0.069128554166039344)","MannwhitneyuResult(statistic=102.5, pvalue=0.1692321725781365)","MannwhitneyuResult(statistic=95.5, pvalue=0.15625646592058257)"
132,coconut ext,"MannwhitneyuResult(statistic=71.5, pvalue=0.11712848622283595)","MannwhitneyuResult(statistic=56.5, pvalue=0.095842720957624195)","MannwhitneyuResult(statistic=26.5, pvalue=0.063296168203956116)","MannwhitneyuResult(statistic=194.0, pvalue=0.39468901130707335)","MannwhitneyuResult(statistic=48.0, pvalue=0.085640023711185065)","MannwhitneyuResult(statistic=41.0, pvalue=0.077677771169153129)"
133,vienna cream,"MannwhitneyuResult(statistic=160.0, pvalue=0.30041384644432056)","MannwhitneyuResult(statistic=56.5, pvalue=0.095842720957624195)","MannwhitneyuResult(statistic=100.5, pvalue=0.16582384279077195)","MannwhitneyuResult(statistic=206.0, pvalue=0.42982291474464407)","MannwhitneyuResult(statistic=48.0, pvalue=0.085640023711185065)","MannwhitneyuResult(statistic=41.0, pvalue=0.077677771169153129)"
134,spearmint,"MannwhitneyuResult(statistic=96.5, pvalue=0.15835468868563818)","MannwhitneyuResult(statistic=85.5, pvalue=0.13860076823127321)","MannwhitneyuResult(statistic=94.5, pvalue=0.15482807656606479)","MannwhitneyuResult(statistic=77.5, pvalue=0.12637122926543576)","MannwhitneyuResult(statistic=218.5, pvalue=0.46696257501101263)","MannwhitneyuResult(statistic=225.5, pvalue=0.48797444818708308)"
135,papa smurf,"MannwhitneyuResult(statistic=117.5, pvalue=0.19955807839255552)","MannwhitneyuResult(statistic=174.0, pvalue=0.33767949086395121)","MannwhitneyuResult(statistic=229.0, pvalue=0.49849887801655729)","MannwhitneyuResult(statistic=53.0, pvalue=0.092078466705843298)","MannwhitneyuResult(statistic=33.5, pvalue=0.069803004530687246)","MannwhitneyuResult(statistic=40.5, pvalue=0.07715081692283339)"
136,fruity,"MannwhitneyuResult(statistic=33.5, pvalue=0.070036979693063453)","MannwhitneyuResult(statistic=13.5, pvalue=0.051556982253029467)","MannwhitneyuResult(statistic=24.5, pvalue=0.061448215048977926)","MannwhitneyuResult(statistic=5.5, pvalue=0.045948740590615711)","MannwhitneyuResult(statistic=73.5, pvalue=0.11984179431149999)","MannwhitneyuResult(statistic=80.5, pvalue=0.13071476400518739)"
137,tart sour,"MannwhitneyuResult(statistic=160.0, pvalue=0.30041384644432056)","MannwhitneyuResult(statistic=118.5, pvalue=0.20111962720176985)","MannwhitneyuResult(statistic=129.5, pvalue=0.22585600852866217)","MannwhitneyuResult(statistic=223.5, pvalue=0.48199471483562684)","MannwhitneyuResult(statistic=172.0, pvalue=0.33236920305584028)","MannwhitneyuResult(statistic=165.0, pvalue=0.31343402463450065)"
138,blood orange,"MannwhitneyuResult(statistic=118.0, pvalue=0.20062586647827074)","MannwhitneyuResult(statistic=99.0, pvalue=0.16237194712922504)","MannwhitneyuResult(statistic=114.5, pvalue=0.1934003861012395)","MannwhitneyuResult(statistic=140.5, pvalue=0.2515325518872622)","MannwhitneyuResult(statistic=185.0, pvalue=0.36866234762194666)","MannwhitneyuResult(statistic=192.0, pvalue=0.38872680338113941)"
139,strawberry capella,"MannwhitneyuResult(statistic=117.5, pvalue=0.19955807839255552)","MannwhitneyuResult(statistic=56.5, pvalue=0.095842720957624195)","MannwhitneyuResult(statistic=58.0, pvalue=0.098404313954584266)","MannwhitneyuResult(statistic=223.5, pvalue=0.48199471483562684)","MannwhitneyuResult(statistic=48.0, pvalue=0.085640023711185065)","MannwhitneyuResult(statistic=41.0, pvalue=0.077677771169153129)"
140,peanut butter,"MannwhitneyuResult(statistic=8.5, pvalue=0.048084279168069732)","MannwhitneyuResult(statistic=7.5, pvalue=0.046945816730411399)","MannwhitneyuResult(statistic=8.5, pvalue=0.048142445819456099)","MannwhitneyuResult(statistic=12.5, pvalue=0.051255395903113676)","MannwhitneyuResult(statistic=202.5, pvalue=0.41937210590410479)","MannwhitneyuResult(statistic=209.5, pvalue=0.44009010431463519)"
141,yuko,"MannwhitneyuResult(statistic=117.5, pvalue=0.19955807839255552)","MannwhitneyuResult(statistic=223.5, pvalue=0.4819433929600756)","MannwhitneyuResult(statistic=174.0, pvalue=0.33809494973849452)","MannwhitneyuResult(statistic=100.5, pvalue=0.16585922598596342)","MannwhitneyuResult(statistic=65.5, pvalue=0.10821482958727779)","MannwhitneyuResult(statistic=72.5, pvalue=0.11834150197062293)"
142,malted milk,"MannwhitneyuResult(statistic=71.5, pvalue=0.11712848622283595)","MannwhitneyuResult(statistic=161.0, pvalue=0.3026060623388438)","MannwhitneyuResult(statistic=100.5, pvalue=0.16582384279077195)","MannwhitneyuResult(statistic=124.0, pvalue=0.21364548649870907)","MannwhitneyuResult(statistic=65.5, pvalue=0.10821482958727779)","MannwhitneyuResult(statistic=72.5, pvalue=0.11834150197062293)"
143,white chocola,"MannwhitneyuResult(statistic=11.5, pvalue=0.050384721023781907)","MannwhitneyuResult(statistic=4.5, pvalue=0.044767545212879831)","MannwhitneyuResult(statistic=10.5, pvalue=0.049667451115257853)","MannwhitneyuResult(statistic=74.5, pvalue=0.12174928468270091)","MannwhitneyuResult(statistic=43.0, pvalue=0.07991288282949871)","MannwhitneyuResult(statistic=50.0, pvalue=0.088044026203424774)"
144,peanut butter cookie,"MannwhitneyuResult(statistic=172.0, pvalue=0.33255512287599687)","MannwhitneyuResult(statistic=161.0, pvalue=0.3026060623388438)","MannwhitneyuResult(statistic=202.5, pvalue=0.41949371532910651)","MannwhitneyuResult(statistic=121.0, pvalue=0.20713536797045512)","MannwhitneyuResult(statistic=112.5, pvalue=0.18893338394711312)","MannwhitneyuResult(statistic=105.5, pvalue=0.17499906053330178)"
145,reunite,"MannwhitneyuResult(statistic=71.5, pvalue=0.11712848622283595)","MannwhitneyuResult(statistic=118.5, pvalue=0.20111962720176985)","MannwhitneyuResult(statistic=58.0, pvalue=0.098404313954584266)","MannwhitneyuResult(statistic=161.5, pvalue=0.30443732860049127)","MannwhitneyuResult(statistic=147.0, pvalue=0.26702914128690691)","MannwhitneyuResult(statistic=154.0, pvalue=0.28465695446796513)"
146,caramel c,"MannwhitneyuResult(statistic=111.0, pvalue=0.18617374552166555)","MannwhitneyuResult(statistic=154.5, pvalue=0.2857131332703966)","MannwhitneyuResult(statistic=121.5, pvalue=0.20817926044823359)","MannwhitneyuResult(statistic=73.5, pvalue=0.12023535270570818)","MannwhitneyuResult(statistic=155.0, pvalue=0.28722515744846722)","MannwhitneyuResult(statistic=148.0, pvalue=0.26951889537265927)"
147,banana cr,"MannwhitneyuResult(statistic=2.5, pvalue=0.043735844905918024)","MannwhitneyuResult(statistic=3.5, pvalue=0.044059808168833224)","MannwhitneyuResult(statistic=2.5, pvalue=0.043791210466113999)","MannwhitneyuResult(statistic=2.5, pvalue=0.0438139400540015)","MannwhitneyuResult(statistic=123.5, pvalue=0.21216663309290162)","MannwhitneyuResult(statistic=116.5, pvalue=0.1971943723305179)"
148,blue raspberry cotton candy,"MannwhitneyuResult(statistic=205.0, pvalue=0.42683418753420188)","MannwhitneyuResult(statistic=56.5, pvalue=0.095842720957624195)","MannwhitneyuResult(statistic=155.5, pvalue=0.28880097214767891)","MannwhitneyuResult(statistic=166.5, pvalue=0.31773594365216895)","MannwhitneyuResult(statistic=48.0, pvalue=0.085640023711185065)","MannwhitneyuResult(statistic=41.0, pvalue=0.077677771169153129)"
149,tiramisu,"MannwhitneyuResult(statistic=85.5, pvalue=0.13917079933573068)","MannwhitneyuResult(statistic=73.5, pvalue=0.11956191054142962)","MannwhitneyuResult(statistic=85.0, pvalue=0.13842203994863572)","MannwhitneyuResult(statistic=92.0, pvalue=0.15042567884166547)","MannwhitneyuResult(statistic=196.5, pvalue=0.40178780854361762)","MannwhitneyuResult(statistic=203.5, pvalue=0.42231956125526843)"
150,root beer,"MannwhitneyuResult(statistic=30.5, pvalue=0.067053623811825058)","MannwhitneyuResult(statistic=131.5, pvalue=0.22979856695325879)","MannwhitneyuResult(statistic=37.5, pvalue=0.074243291762268029)","MannwhitneyuResult(statistic=15.5, pvalue=0.0536740434136403)","MannwhitneyuResult(statistic=87.5, pvalue=0.14225126229047907)","MannwhitneyuResult(statistic=80.5, pvalue=0.13071476400518739)"
151,cinnamon sugar cookie,"MannwhitneyuResult(statistic=208.0, pvalue=0.43570996721817146)","MannwhitneyuResult(statistic=56.5, pvalue=0.095842720957624195)","MannwhitneyuResult(statistic=210.0, pvalue=0.44166562513571878)","MannwhitneyuResult(statistic=133.0, pvalue=0.23388619839196789)","MannwhitneyuResult(statistic=48.0, pvalue=0.085640023711185065)","MannwhitneyuResult(statistic=41.0, pvalue=0.077677771169153129)"
152,cap harvest berry,"MannwhitneyuResult(statistic=117.5, pvalue=0.19955807839255552)","MannwhitneyuResult(statistic=56.5, pvalue=0.095842720957624195)","MannwhitneyuResult(statistic=58.0, pvalue=0.098404313954584266)","MannwhitneyuResult(statistic=223.5, pvalue=0.48199471483562684)","MannwhitneyuResult(statistic=48.0, pvalue=0.085640023711185065)","MannwhitneyuResult(statistic=41.0, pvalue=0.077677771169153129)"
153,cheesecake graham crust,"MannwhitneyuResult(statistic=185.5, pvalue=0.37023083040547244)","MannwhitneyuResult(statistic=56.5, pvalue=0.095842720957624195)","MannwhitneyuResult(statistic=129.5, pvalue=0.22585600852866217)","MannwhitneyuResult(statistic=183.0, pvalue=0.36321049639293268)","MannwhitneyuResult(statistic=48.0, pvalue=0.085640023711185065)","MannwhitneyuResult(statistic=41.0, pvalue=0.077677771169153129)"
154,rice krispy,"MannwhitneyuResult(statistic=227.5, pvalue=0.49399363434767657)","MannwhitneyuResult(statistic=223.5, pvalue=0.4819433929600756)","MannwhitneyuResult(statistic=222.5, pvalue=0.47899399914594221)","MannwhitneyuResult(statistic=206.0, pvalue=0.42982291474464407)","MannwhitneyuResult(statistic=227.5, pvalue=0.49398654097154143)","MannwhitneyuResult(statistic=225.5, pvalue=0.48797444818708308)"
155,orange cream,"MannwhitneyuResult(statistic=121.0, pvalue=0.20702040421869256)","MannwhitneyuResult(statistic=154.5, pvalue=0.2857131332703966)","MannwhitneyuResult(statistic=131.5, pvalue=0.23040915588244043)","MannwhitneyuResult(statistic=84.0, pvalue=0.1368011185379257)","MannwhitneyuResult(statistic=172.0, pvalue=0.33236920305584028)","MannwhitneyuResult(statistic=165.0, pvalue=0.31343402463450065)"
156,raspberry,"MannwhitneyuResult(statistic=0.5, pvalue=0.04235894720796169)","MannwhitneyuResult(statistic=3.5, pvalue=0.044059808168833224)","MannwhitneyuResult(statistic=0.5, pvalue=0.042413376143571532)","MannwhitneyuResult(statistic=0.5, pvalue=0.042435721497366977)","MannwhitneyuResult(statistic=187.5, pvalue=0.37579040646828304)","MannwhitneyuResult(statistic=180.5, pvalue=0.35594651281789641)"
157,vanilla custard,"MannwhitneyuResult(statistic=18.5, pvalue=0.056093689579785729)","MannwhitneyuResult(statistic=22.5, pvalue=0.059140837288490539)","MannwhitneyuResult(statistic=17.5, pvalue=0.055310510735670219)","MannwhitneyuResult(statistic=10.5, pvalue=0.049691710620812138)","MannwhitneyuResult(statistic=199.5, pvalue=0.41055748274800524)","MannwhitneyuResult(statistic=192.5, pvalue=0.39017213113290405)"
158,peanut butter e,"MannwhitneyuResult(statistic=117.5, pvalue=0.19955807839255552)","MannwhitneyuResult(statistic=161.0, pvalue=0.3026060623388438)","MannwhitneyuResult(statistic=129.5, pvalue=0.22585600852866217)","MannwhitneyuResult(statistic=161.5, pvalue=0.30443732860049127)","MannwhitneyuResult(statistic=147.0, pvalue=0.26702914128690691)","MannwhitneyuResult(statistic=154.0, pvalue=0.28465695446796513)"
159,coconut extract,"MannwhitneyuResult(statistic=117.5, pvalue=0.19955807839255552)","MannwhitneyuResult(statistic=56.5, pvalue=0.095842720957624195)","MannwhitneyuResult(statistic=58.0, pvalue=0.098404313954584266)","MannwhitneyuResult(statistic=223.5, pvalue=0.48199471483562684)","MannwhitneyuResult(statistic=48.0, pvalue=0.085640023711185065)","MannwhitneyuResult(statistic=41.0, pvalue=0.077677771169153129)"
160,strawberry conc,"MannwhitneyuResult(statistic=37.0, pvalue=0.073640850302917435)","MannwhitneyuResult(statistic=56.5, pvalue=0.095842720957624195)","MannwhitneyuResult(statistic=21.5, pvalue=0.058755437333829152)","MannwhitneyuResult(statistic=161.5, pvalue=0.30443732860049127)","MannwhitneyuResult(statistic=0.0, pvalue=0.041837447437480926)","MannwhitneyuResult(statistic=0.0, pvalue=0.041837447437480926)"
161,chestnut,"MannwhitneyuResult(statistic=160.0, pvalue=0.30041384644432056)","MannwhitneyuResult(statistic=118.5, pvalue=0.20111962720176985)","MannwhitneyuResult(statistic=129.5, pvalue=0.22585600852866217)","MannwhitneyuResult(statistic=223.5, pvalue=0.48199471483562684)","MannwhitneyuResult(statistic=172.0, pvalue=0.33236920305584028)","MannwhitneyuResult(statistic=165.0, pvalue=0.31343402463450065)"
163,cinnamon,0,0,0,0,0,0
164,white out,0,0,0,0,0,0
165,blackberry,0,0,0,0,0,0
166,vanilla,0,0,0,0,0,0
167,chocolate cream,0,0,0,0,0,0
168,pale,0,0,0,0,0,0
169,yumberry,0,0,0,0,0,0
170,licorice,0,0,0,0,0,0
171,dragonfruit,0,0,0,0,0,0
172,blueberry candy,0,0,0,0,0,0
173,honeysuckle,0,0,0,0,0,0
174,dragon fruit,0,0,0,0,0,0
175,mandarin,0,0,0,0,0,0
176,creamy coconut,0,0,0,0,0,0
177,peanut butter chocolate,0,0,0,0,0,0
178,strawberry r,0,0,0,0,0,0
179,vanilla butternut,0,0,0,0,0,0
180,sugar coo,0,0,0,0,0,0
181,super sour,0,0,0,0,0,0
182,sweet grape,0,0,0,0,0,0
183,ice cream,0,0,0,0,0,0
184,toasted coconut,0,0,0,0,0,0
185,banana cream,0,0,0,0,0,0
186,sweet strawberry cap,0,0,0,0,0,0
187,banana nut bread,0,0,0,0,0,0
188,yogurt,0,0,0,0,0,0
189,chocolate g,0,0,0,0,0,0
190,tfa caramel,0,0,0,0,0,0
191,passionfruit,0,0,0,0,0,0
192,banana gone nut,0,0,0,0,0,0
193,ginger,0,0,0,0,0,0
194,zzzz,0,0,0,0,0,0
195,caramel tobacco,0,0,0,0,0,0
196,sour raspberry,0,0,0,0,0,0
197,vanilla bean ice crea,0,0,0,0,0,0
198,molasses,0,0,0,0,0,0
199,acai berry,0,0,0,0,0,0
200,strawberry candy,0,0,0,0,0,0
201,vanilla bean ic,0,0,0,0,0,0
202,raspberry sweet,0,0,0,0,0,0
203,sweetener sucralose,0,0,0,0,0,0
204,la banana cream,0,0,0,0,0,0
205,cream fresh,0,0,0,0,0,0
206,a watermelon,0,0,0,0,0,0
207,strawberry cheescake,0,0,0,0,0,0
208,blue raspberry,0,0,0,0,0,0
209,tfa caramel candy,0,0,0,0,0,0
210,toasted marshmallow,0,0,0,0,0,0
211,raspberry apple,0,0,0,0,0,0
212,earl grey tea,0,0,0,0,0,0
213,tfa,0,0,0,0,0,0
214,bse,0,0,0,0,0,0
215,pg m,0,0,0,0,0,0
216,pumpkin,0,0,0,0,0,0
217,new york cheesecake cap,0,0,0,0,0,0
218,blueberry ext,0,0,0,0,0,0
219,coconut g,0,0,0,0,0,0
220,strawberry cupcake,0,0,0,0,0,0
221,biscotti,0,0,0,0,0,0
222,smoke pipe,0,0,0,0,0,0
223,pomegranate,0,0,0,0,0,0
224,fa meringue,0,0,0,0,0,0
225,coconut ex,0,0,0,0,0,0
226,turkish,0,0,0,0,0,0
227,inw raspberry,0,0,0,0,0,0
228,capella,0,0,0,0,0,0
229,nectarine,0,0,0,0,0,0
230,fa marshmallow,0,0,0,0,0,0
231,strawberry v,0,0,0,0,0,0
232,peanutbutter,0,0,0,0,0,0
233,apple sour,0,0,0,0,0,0
234,raspberry h,0,0,0,0,0,0
235,wale,0,0,0,0,0,0
236,fa caramel,0,0,0,0,0,0
237,coffee,0,0,0,0,0,0
238,yog,0,0,0,0,0,0
239,caramel v,0,0,0,0,0,0
240,caramel candy,0,0,0,0,0,0
241,blueberry,0,0,0,0,0,0
242,pie crust,0,0,0,0,0,0
243,cap vanilla custard,0,0,0,0,0,0
244,sour apple,0,0,0,0,0,0
245,creme de menthe,0,0,0,0,0,0
246,cake batter,0,0,0,0,0,0
247,honeydew,0,0,0,0,0,0
248,black licorice,0,0,0,0,0,0
249,tfa vanilla custard,0,0,0,0,0,0
250,cinnamon danish,0,0,0,0,0,0
251,blue raspberry slush,0,0,0,0,0,0
252,fruity flake,0,0,0,0,0,0
253,capel,0,0,0,0,0,0
254,vanilla bean ice cream t,0,0,0,0,0,0
255,rhubarb custard,0,0,0,0,0,0
256,e yogurt,0,0,0,0,0,0
257,shenanigan,0,0,0,0,0,0
258,strawberry concentrate,0,0,0,0,0,0
259,caramel cappuccino,0,0,0,0,0,0
261,mango,0,0,0,0,0,0
262,sweetener,0,0,0,0,0,0
263,berry crunch,0,0,0,0,0,0
264,rhm,0,0,0,0,0,0
265,yg,0,0,0,0,0,0
266,strawberry cap,0,0,0,0,0,0
267,yougurt,0,0,0,0,0,0
268,banana,0,0,0,0,0,0
269,vanilla bean ice,0,0,0,0,0,0
270,tutti frutti,0,0,0,0,0,0
271,chocolate,0,0,0,0,0,0
272,vanilla c,0,0,0,0,0,0
273,horchata,0,0,0,0,0,0
274,fruit circle,0,0,0,0,0,0
275,yun,0,0,0,0,0,0
276,tfa sweetener,0,0,0,0,0,0
277,anana cream,0,0,0,0,0,0
278,hazelnut,0,0,0,0,0,0
279,e brown sugar,0,0,0,0,0,0
280,fw,0,0,0,0,0,0
281,blue raspberry fl,0,0,0,0,0,0
282,clove,0,0,0,0,0,0
283,tobacco ab,0,0,0,0,0,0
284,roope,0,0,0,0,0,0
285,skittle,0,0,0,0,0,0
286,caramel cap,0,0,0,0,0,0
287,red velvet cake,0,0,0,0,0,0
288,dairy milk,0,0,0,0,0,0
289,menthol eucalyptus,0,0,0,0,0,0
290,bacon,0,0,0,0,0,0
291,cloud,0,0,0,0,0,0
292,vanilla cupcake,0,0,0,0,0,0
293,banana g,0,0,0,0,0,0
294,orange,0,0,0,0,0,0
295,thug juice,0,0,0,0,0,0
296,frosted donut,0,0,0,0,0,0
297,peach juicy,0,0,0,0,0,0
298,almond,0,0,0,0,0,0
299,pear,0,0,0,0,0,0
300,blueberry extra,0,0,0,0,0,0
301,caramel macchiato,0,0,0,0,0,0
302,apple green,0,0,0,0,0,0
303,absinthe,0,0,0,0,0,0
304,apple,0,0,0,0,0,0
305,y ac,0,0,0,0,0,0
306,strawberry cheesecake,0,0,0,0,0,0
307,dr pepper,0,0,0,0,0,0
308,yellow color,0,0,0,0,0,0
309,cap sweet strawberry,0,0,0,0,0,0
310,eggnog,0,0,0,0,0,0
311,beer,0,0,0,0,0,0
312,tangerine,0,0,0,0,0,0
313,mg nicotine,0,0,0,0,0,0
314,butter,0,0,0,0,0,0
315,blue lemonade,0,0,0,0,0,0
316,sugar cookie cap,0,0,0,0,0,0
317,caramel original,0,0,0,0,0,0
318,candy watermelon,0,0,0,0,0,0
319,graham cracker,0,0,0,0,0,0
320,butterscotch,0,0,0,0,0,0
321,pomegrana,0,0,0,0,0,0
322,ananas,0,0,0,0,0,0
323,vanilla raspberry,0,0,0,0,0,0
324,c rum,0,0,0,0,0,0
325,gummi bear,0,0,0,0,0,0
326,ginger ale,0,0,0,0,0,0
327,rew,0,0,0,0,0,0
328,ripe a,0,0,0,0,0,0
329,leaf,0,0,0,0,0,0
330,ripe banana,0,0,0,0,0,0
331,c custard,0,0,0,0,0,0
332,lemon meringue pie,0,0,0,0,0,0
333,greek yogurt,0,0,0,0,0,0
334,dulce de leche,0,0,0,0,0,0
335,wintergreen,0,0,0,0,0,0
336,zebra stripe gum,0,0,0,0,0,0
337,cookie,0,0,0,0,0,0
338,cap super sweet,0,0,0,0,0,0
339,bf,0,0,0,0,0,0
340,cap sugar cookie,0,0,0,0,0,0
341,banana coconut,0,0,0,0,0,0
342,watermelon,0,0,0,0,0,0
343,cranberry,0,0,0,0,0,0
344,yummy gummy,0,0,0,0,0,0
345,tfa vanilla bean ice cream,0,0,0,0,0,0
346,peppermint,0,0,0,0,0,0
347,caramel ca,0,0,0,0,0,0
348,dutch apple pie,0,0,0,0,0,0
349,zebra stripe,0,0,0,0,0,0
350,super s,0,0,0,0,0,0
351,sweet cream,0,0,0,0,0,0
352,tobacco,0,0,0,0,0,0
353,fa almond,0,0,0,0,0,0
354,pink champagne,0,0,0,0,0,0
355,rex,0,0,0,0,0,0
356,a raspberry,0,0,0,0,0,0
357,rhubarb,0,0,0,0,0,0
358,banana foster,0,0,0,0,0,0
359,coconut cream,0,0,0,0,0,0
360,cap butter cream,0,0,0,0,0,0
361,cap sweet cream,0,0,0,0,0,0
362,caramel apple,0,0,0,0,0,0
363,condensed milk,0,0,0,0,0,0
364,cara,0,0,0,0,0,0
365,dunhill,0,0,0,0,0,0
366,cap cinnamon danish,0,0,0,0,0,0
367,la watermelon,0,0,0,0,0,0
368,coconut,0,0,0,0,0,0
369,acetyl pyrazine,0,0,0,0,0,0
370,banana fo,0,0,0,0,0,0
371,papaya,0,0,0,0,0,0
372,boysenberry,0,0,0,0,0,0
373,cap cinnamon danish swirl,0,0,0,0,0,0
374,b custard,0,0,0,0,0,0
375,cap vanilla bean ice cream,0,0,0,0,0,0
376,la peach,0,0,0,0,0,0
377,coconut milk,0,0,0,0,0,0
378,raspberry one,0,0,0,0,0,0
379,pumpkin spice,0,0,0,0,0,0
380,oko,0,0,0,0,0,0
381,super sweet,0,0,0,0,0,0
382,key lime pie,0,0,0,0,0,0
383,frontier,0,0,0,0,0,0
384,vanilla custard cream,0,0,0,0,0,0
385,strawberry cheese cake,0,0,0,0,0,0
386,tobacco flavour,0,0,0,0,0,0
387,marshmallow,0,0,0,0,0,0
388,zooch,0,0,0,0,0,0
389,vanillin,0,0,0,0,0,0
390,e strawberry,0,0,0,0,0,0
391,blackber,0,0,0,0,0,0
392,strawberry b,0,0,0,0,0,0
393,butter toffee,0,0,0,0,0,0
394,fw hazelnut,0,0,0,0,0,0
395,black cherry,0,0,0,0,0,0
396,fw yellow cake,0,0,0,0,0,0
397,afternoon delight,0,0,0,0,0,0
398,room temp,0,0,0,0,0,0
399,chocolate hazelnut,0,0,0,0,0,0
400,strawberry c,0,0,0,0,0,0
401,em sweete,0,0,0,0,0,0
402,chai tea,0,0,0,0,0,0
403,rice krispies,0,0,0,0,0,0
404,strawberry ca,0,0,0,0,0,0
405,jungle juice,0,0,0,0,0,0
406,pineapple,0,0,0,0,0,0
407,capella cool mint,0,0,0,0,0,0
408,n nut,0,0,0,0,0,0
409,fa bavarian cream,0,0,0,0,0,0
